state_code,estimate,pop,issue_id,state_name
14,0.5053,3118235,buergergeld_cut,Sachsen
15,0.4893,1708066,buergergeld_cut,Sachsen-Anhalt
16,0.5018,1614194,buergergeld_cut,Thüringen
01,0.6521,2313578,rent_control,Schleswig-Holstein
02,0.6961,1431449,rent_control,Hamburg
03,0.6323,6204994,rent_control,Niedersachsen
04,0.6922,550759,rent_control,Bremen
05,0.649,14256301,rent_control,Nordrhein-Westfalen
06,0.5999,4910495,rent_control,Hessen
07,0.6133,3149298,rent_control,Rheinland-Pfalz
08,0.5741,8784086,rent_control,Baden-Württemberg
09,0.59,10136201,rent_control,Bayern
10,0.6554,809696,rent_control,Saarland
11,0.7668,2877040,rent_control,Berlin
12,0.6973,1973635,rent_control,Brandenburg
13,0.7413,1265934,rent_control,Mecklenburg-Vorpommern
14,0.6346,3118235,rent_control,Sachsen
15,0.648,1708066,rent_control,Sachsen-Anhalt
16,0.6549,1614194,rent_control,Thüringen
01,0.5207,2313578,speed_limit,Schleswig-Holstein
02,0.5322,1431449,speed_limit,Hamburg
03,0.5153,6204994,speed_limit,Niedersachsen
04,0.5213,550759,speed_limit,Bremen
05,0.5096,14256301,speed_limit,Nordrhein-Westfalen
06,0.513,4910495,speed_limit,Hessen
07,0.5023,3149298,speed_limit,Rheinland-Pfalz
08,0.4983,8784086,speed_limit,Baden-Württemberg
09,0.4839,10136201,speed_limit,Bayern
10,0.5081,809696,speed_limit,Saarland
11,0.5247,2877040,speed_limit,Berlin
12,0.5168,1973635,speed_limit,Brandenburg
13,0.5052,1265934,speed_limit,Mecklenburg-Vorpommern
14,0.4906,3118235,speed_limit,Sachsen
15,0.4917,1708066,speed_limit,Sachsen-Anhalt
16,0.494,1614194,speed_limit,Thüringen
01,0.762,2313578,mandatory_service,Schleswig-Holstein
02,0.7271,1431449,mandatory_service,Hamburg
03,0.7603,6204994,mandatory_service,Niedersachsen
04,0.7179,550759,mandatory_service,Bremen
05,0.7493,14256301,mandatory_service,Nordrhein-Westfalen
06,0.7527,4910495,mandatory_service,Hessen
07,0.7561,3149298,mandatory_service,Rheinland-Pfalz
08,0.7528,8784086,mandatory_service,Baden-Württemberg
09,0.764,10136201,mandatory_service,Bayern
10,0.7493,809696,mandatory_service,Saarland
11,0.7146,2877040,mandatory_service,Berlin
12,0.7485,1973635,mandatory_service,Brandenburg
13,0.7396,1265934,mandatory_service,Mecklenburg-Vorpommern
14,0.7333,3118235,mandatory_service,Sachsen
15,0.7317,1708066,mandatory_service,Sachsen-Anhalt
16,0.7359,1614194,mandatory_service,Thüringen
01,0.1173,2313578,gender_equality_too_far,Schleswig-Holstein
02,0.0983,1431449,gender_equality_too_far,Hamburg
03,0.1189,6204994,gender_equality_too_far,Niedersachsen
04,0.1072,550759,gender_equality_too_far,Bremen
05,0.1136,14256301,gender_equality_too_far,Nordrhein-Westfalen
06,0.1124,4910495,gender_equality_too_far,Hessen
07,0.1201,3149298,gender_equality_too_far,Rheinland-Pfalz
08,0.1152,8784086,gender_equality_too_far,Baden-Württemberg
09,0.1184,10136201,gender_equality_too_far,Bayern
10,0.1143,809696,gender_equality_too_far,Saarland
11,0.0939,2877040,gender_equality_too_far,Berlin
12,0.1253,1973635,gender_equality_too_far,Brandenburg
13,0.1277,1265934,gender_equality_too_far,Mecklenburg-Vorpommern
14,0.114,3118235,gender_equality_too_far,Sachsen
15,0.1304,1708066,gender_equality_too_far,Sachsen-Anhalt
16,0.1156,1614194,gender_equality_too_far,Thüringen
01,0.345,2313578,fear_immigration,Schleswig-Holstein
02,0.2739,1431449,fear_immigration,Hamburg
03,0.3535,6204994,fear_immigration,Niedersachsen
04,0.3169,550759,fear_immigration,Bremen
05,0.3379,14256301,fear_immigration,Nordrhein-Westfalen
06,0.3391,4910495,fear_immigration,Hessen
07,0.3642,3149298,fear_immigration,Rheinland-Pfalz
08,0.3567,8784086,fear_immigration,Baden-Württemberg
09,0.3653,10136201,fear_immigration,Bayern
10,0.3729,809696,fear_immigration,Saarland
11,0.2895,2877040,fear_immigration,Berlin
12,0.4084,1973635,fear_immigration,Brandenburg
13,0.4311,1265934,fear_immigration,Mecklenburg-Vorpommern
14,0.4323,3118235,fear_immigration,Sachsen
15,0.4416,1708066,fear_immigration,Sachsen-Anhalt
16,0.4383,1614194,fear_immigration,Thüringen
01,0.5542,2313578,fear_war,Schleswig-Holstein
02,0.5168,1431449,fear_war,Hamburg
03,0.5564,6204994,fear_war,Niedersachsen
04,0.5347,550759,fear_war,Bremen
05,0.5327,14256301,fear_war,Nordrhein-Westfalen
06,0.5406,4910495,fear_war,Hessen
07,0.5503,3149298,fear_war,Rheinland-Pfalz
08,0.5406,8784086,fear_war,Baden-Württemberg
09,0.5315,10136201,fear_war,Bayern
10,0.5604,809696,fear_war,Saarland
11,0.522,2877040,fear_war,Berlin
12,0.6057,1973635,fear_war,Brandenburg
13,0.6125,1265934,fear_war,Mecklenburg-Vorpommern
14,0.5945,3118235,fear_war,Sachsen
15,0.6045,1708066,fear_war,Sachsen-Anhalt
16,0.6061,1614194,fear_war,Thüringen
01,0.4073,2313578,populism_people_decide,Schleswig-Holstein
02,0.3356,1431449,populism_people_decide,Hamburg
03,0.4172,6204994,populism_people_decide,Niedersachsen
04,0.3805,550759,populism_people_decide,Bremen
05,0.3878,14256301,populism_people_decide,Nordrhein-Westfalen
06,0.396,4910495,populism_people_decide,Hessen
07,0.4251,3149298,populism_people_decide,Rheinland-Pfalz
08,0.4121,8784086,populism_people_decide,Baden-Württemberg
09,0.4121,10136201,populism_people_decide,Bayern
10,0.437,809696,populism_people_decide,Saarland
11,0.3556,2877040,populism_people_decide,Berlin
12,0.5152,1973635,populism_people_decide,Brandenburg
13,0.542,1265934,populism_people_decide,Mecklenburg-Vorpommern
14,0.5318,3118235,populism_people_decide,Sachsen
15,0.5487,1708066,populism_people_decide,Sachsen-Anhalt
16,0.5491,1614194,populism_people_decide,Thüringen
01,0.2271,2313578,populism_compromise,Schleswig-Holstein
02,0.193,1431449,populism_compromise,Hamburg
03,0.2338,6204994,populism_compromise,Niedersachsen
04,0.2293,550759,populism_compromise,Bremen
05,0.2208,14256301,populism_compromise,Nordrhein-Westfalen
06,0.2218,4910495,populism_compromise,Hessen
07,0.2389,3149298,populism_compromise,Rheinland-Pfalz
08,0.2311,8784086,populism_compromise,Baden-Württemberg
09,0.231,10136201,populism_compromise,Bayern
10,0.2457,809696,populism_compromise,Saarland
11,0.2049,2877040,populism_compromise,Berlin
12,0.2899,1973635,populism_compromise,Brandenburg
13,0.3163,1265934,populism_compromise,Mecklenburg-Vorpommern
14,0.304,3118235,populism_compromise,Sachsen
15,0.3283,1708066,populism_compromise,Sachsen-Anhalt
16,0.3148,1614194,populism_compromise,Thüringen
01,0.1057,2313578,justice_society,Schleswig-Holstein
02,0.1191,1431449,justice_society,Hamburg
03,0.106,6204994,justice_society,Niedersachsen
04,0.0997,550759,justice_society,Bremen
05,0.1265,14256301,justice_society,Nordrhein-Westfalen
06,0.1197,4910495,justice_society,Hessen
07,0.1162,3149298,justice_society,Rheinland-Pfalz
08,0.128,8784086,justice_society,Baden-Württemberg
09,0.1358,10136201,justice_society,Bayern
10,0.1125,809696,justice_society,Saarland
11,0.1135,2877040,justice_society,Berlin
12,0.0838,1973635,justice_society,Brandenburg
13,0.0763,1265934,justice_society,Mecklenburg-Vorpommern
14,0.1044,3118235,justice_society,Sachsen
15,0.0808,1708066,justice_society,Sachsen-Anhalt
16,0.0914,1614194,justice_society,Thüringen
01,0.1692,2313578,free_speech_restricted,Schleswig-Holstein
02,0.1542,1431449,free_speech_restricted,Hamburg
03,0.1772,6204994,free_speech_restricted,Niedersachsen
04,0.1769,550759,free_speech_restricted,Bremen
05,0.1762,14256301,free_speech_restricted,Nordrhein-Westfalen
06,0.1733,4910495,free_speech_restricted,Hessen
07,0.1846,3149298,free_speech_restricted,Rheinland-Pfalz
08,0.1735,8784086,free_speech_restricted,Baden-Württemberg
09,0.1699,10136201,free_speech_restricted,Bayern
10,0.1875,809696,free_speech_restricted,Saarland
11,0.1569,2877040,free_speech_restricted,Berlin
12,0.1983,1973635,free_speech_restricted,Brandenburg
13,0.2012,1265934,free_speech_restricted,Mecklenburg-Vorpommern
14,0.1999,3118235,free_speech_restricted,Sachsen
15,0.2216,1708066,free_speech_restricted,Sachsen-Anhalt
16,0.2023,1614194,free_speech_restricted,Thüringen
