county_code,estimate,pop,issue_id,county_name,state_code,state_name
01001,0.4299,73059,immigration_restrict,NA,01,Schleswig-Holstein
01002,0.3867,200938,immigration_restrict,NA,01,Schleswig-Holstein
01003,0.468,172750,immigration_restrict,NA,01,Schleswig-Holstein
01004,0.5368,57709,immigration_restrict,NA,01,Schleswig-Holstein
01051,0.5137,104960,immigration_restrict,NA,01,Schleswig-Holstein
01053,0.4529,160319,immigration_restrict,NA,01,Schleswig-Holstein
01054,0.473,133879,immigration_restrict,NA,01,Schleswig-Holstein
01055,0.4976,163410,immigration_restrict,NA,01,Schleswig-Holstein
01056,0.4521,256320,immigration_restrict,NA,01,Schleswig-Holstein
01057,0.4572,101237,immigration_restrict,NA,01,Schleswig-Holstein
01058,0.4454,219130,immigration_restrict,NA,01,Schleswig-Holstein
01059,0.4335,158429,immigration_restrict,NA,01,Schleswig-Holstein
01060,0.4988,218370,immigration_restrict,NA,01,Schleswig-Holstein
01061,0.505,103118,immigration_restrict,NA,01,Schleswig-Holstein
01062,0.4426,189950,immigration_restrict,NA,01,Schleswig-Holstein
02000,0.3566,1431449,immigration_restrict,NA,02,Hamburg
03101,0.4123,205239,immigration_restrict,NA,03,Niedersachsen
03102,0.5562,77790,immigration_restrict,NA,03,Niedersachsen
03103,0.5023,97718,immigration_restrict,NA,03,Niedersachsen
03151,0.4876,133790,immigration_restrict,NA,03,Niedersachsen
03153,0.5,101169,immigration_restrict,NA,03,Niedersachsen
03154,0.5029,65960,immigration_restrict,NA,03,Niedersachsen
03155,0.4688,98348,immigration_restrict,NA,03,Niedersachsen
03157,0.49,103039,immigration_restrict,NA,03,Niedersachsen
03158,0.4499,89210,immigration_restrict,NA,03,Niedersachsen
03159,0.4229,264509,immigration_restrict,NA,03,Niedersachsen
03241,0.4294,906040,immigration_restrict,NA,03,Niedersachsen
03251,0.4742,171960,immigration_restrict,NA,03,Niedersachsen
03252,0.529,118300,immigration_restrict,NA,03,Niedersachsen
03254,0.5005,213250,immigration_restrict,NA,03,Niedersachsen
03255,0.4997,46808,immigration_restrict,NA,03,Niedersachsen
03256,0.4876,91910,immigration_restrict,NA,03,Niedersachsen
03257,0.4865,122649,immigration_restrict,NA,03,Niedersachsen
03351,0.5198,133689,immigration_restrict,NA,03,Niedersachsen
03352,0.4884,158580,immigration_restrict,NA,03,Niedersachsen
03353,0.4549,206350,immigration_restrict,NA,03,Niedersachsen
03354,0.4404,32870,immigration_restrict,NA,03,Niedersachsen
03355,0.427,137748,immigration_restrict,NA,03,Niedersachsen
03356,0.4612,86750,immigration_restrict,NA,03,Niedersachsen
03357,0.5,126640,immigration_restrict,NA,03,Niedersachsen
03358,0.4806,109940,immigration_restrict,NA,03,Niedersachsen
03359,0.4826,160609,immigration_restrict,NA,03,Niedersachsen
03360,0.4827,67119,immigration_restrict,NA,03,Niedersachsen
03361,0.4641,103949,immigration_restrict,NA,03,Niedersachsen
03401,0.5446,60269,immigration_restrict,NA,03,Niedersachsen
03402,0.484,33740,immigration_restrict,NA,03,Niedersachsen
03403,0.3898,137520,immigration_restrict,NA,03,Niedersachsen
03404,0.3931,131920,immigration_restrict,NA,03,Niedersachsen
03405,0.5161,57309,immigration_restrict,NA,03,Niedersachsen
03451,0.4552,97370,immigration_restrict,NA,03,Niedersachsen
03452,0.484,149360,immigration_restrict,NA,03,Niedersachsen
03453,0.5333,132860,immigration_restrict,NA,03,Niedersachsen
03454,0.5051,258588,immigration_restrict,NA,03,Niedersachsen
03455,0.4798,76138,immigration_restrict,NA,03,Niedersachsen
03456,0.4748,108910,immigration_restrict,NA,03,Niedersachsen
03457,0.5121,131319,immigration_restrict,NA,03,Niedersachsen
03458,0.4785,100970,immigration_restrict,NA,03,Niedersachsen
03459,0.4739,281299,immigration_restrict,NA,03,Niedersachsen
03460,0.5015,108539,immigration_restrict,NA,03,Niedersachsen
03461,0.4902,66500,immigration_restrict,NA,03,Niedersachsen
03462,0.5326,40450,immigration_restrict,NA,03,Niedersachsen
04011,0.4141,459569,immigration_restrict,NA,04,Bremen
04012,0.5294,91190,immigration_restrict,NA,04,Bremen
05111,0.3965,494379,immigration_restrict,NA,05,Nordrhein-Westfalen
05112,0.5377,396399,immigration_restrict,NA,05,Nordrhein-Westfalen
05113,0.4897,456090,immigration_restrict,NA,05,Nordrhein-Westfalen
05114,0.4766,183150,immigration_restrict,NA,05,Nordrhein-Westfalen
05116,0.5176,209240,immigration_restrict,NA,05,Nordrhein-Westfalen
05117,0.4689,136159,immigration_restrict,NA,05,Nordrhein-Westfalen
05119,0.531,168609,immigration_restrict,NA,05,Nordrhein-Westfalen
05120,0.5105,87630,immigration_restrict,NA,05,Nordrhein-Westfalen
05122,0.4836,129150,immigration_restrict,NA,05,Nordrhein-Westfalen
05124,0.5029,281750,immigration_restrict,NA,05,Nordrhein-Westfalen
05154,0.4649,249330,immigration_restrict,NA,05,Nordrhein-Westfalen
05158,0.4577,391600,immigration_restrict,NA,05,Nordrhein-Westfalen
05162,0.4776,363609,immigration_restrict,NA,05,Nordrhein-Westfalen
05166,0.5009,236760,immigration_restrict,NA,05,Nordrhein-Westfalen
05170,0.4916,366350,immigration_restrict,NA,05,Nordrhein-Westfalen
05314,0.3591,255340,immigration_restrict,NA,05,Nordrhein-Westfalen
05315,0.3657,826138,immigration_restrict,NA,05,Nordrhein-Westfalen
05316,0.4747,131209,immigration_restrict,NA,05,Nordrhein-Westfalen
05334,0.4387,469839,immigration_restrict,NA,05,Nordrhein-Westfalen
05358,0.4964,217318,immigration_restrict,NA,05,Nordrhein-Westfalen
05362,0.4597,377210,immigration_restrict,NA,05,Nordrhein-Westfalen
05366,0.4914,153957,immigration_restrict,NA,05,Nordrhein-Westfalen
05370,0.4936,206060,immigration_restrict,NA,05,Nordrhein-Westfalen
05374,0.4487,215500,immigration_restrict,NA,05,Nordrhein-Westfalen
05378,0.4535,225389,immigration_restrict,NA,05,Nordrhein-Westfalen
05382,0.4371,479918,immigration_restrict,NA,05,Nordrhein-Westfalen
05512,0.5087,92230,immigration_restrict,NA,05,Nordrhein-Westfalen
05513,0.5532,204358,immigration_restrict,NA,05,Nordrhein-Westfalen
05515,0.3391,244379,immigration_restrict,NA,05,Nordrhein-Westfalen
05554,0.4831,293559,immigration_restrict,NA,05,Nordrhein-Westfalen
05558,0.4565,173229,immigration_restrict,NA,05,Nordrhein-Westfalen
05562,0.5636,498790,immigration_restrict,NA,05,Nordrhein-Westfalen
05566,0.4453,350940,immigration_restrict,NA,05,Nordrhein-Westfalen
05570,0.4692,220119,immigration_restrict,NA,05,Nordrhein-Westfalen
05711,0.4258,261638,immigration_restrict,NA,05,Nordrhein-Westfalen
05754,0.4915,283929,immigration_restrict,NA,05,Nordrhein-Westfalen
05758,0.4802,200308,immigration_restrict,NA,05,Nordrhein-Westfalen
05762,0.4833,106409,immigration_restrict,NA,05,Nordrhein-Westfalen
05766,0.4779,275050,immigration_restrict,NA,05,Nordrhein-Westfalen
05770,0.4898,252849,immigration_restrict,NA,05,Nordrhein-Westfalen
05774,0.4671,246869,immigration_restrict,NA,05,Nordrhein-Westfalen
05911,0.4648,288336,immigration_restrict,NA,05,Nordrhein-Westfalen
05913,0.4504,479849,immigration_restrict,NA,05,Nordrhein-Westfalen
05914,0.5161,147939,immigration_restrict,NA,05,Nordrhein-Westfalen
05915,0.5019,139160,immigration_restrict,NA,05,Nordrhein-Westfalen
05916,0.5185,121170,immigration_restrict,NA,05,Nordrhein-Westfalen
05954,0.4597,254480,immigration_restrict,NA,05,Nordrhein-Westfalen
05958,0.4758,207979,immigration_restrict,NA,05,Nordrhein-Westfalen
05962,0.5387,328500,immigration_restrict,NA,05,Nordrhein-Westfalen
05966,0.5206,102389,immigration_restrict,NA,05,Nordrhein-Westfalen
05970,0.4785,220580,immigration_restrict,NA,05,Nordrhein-Westfalen
05974,0.475,235970,immigration_restrict,NA,05,Nordrhein-Westfalen
05978,0.5006,317210,immigration_restrict,NA,05,Nordrhein-Westfalen
06411,0.369,127979,immigration_restrict,NA,06,Hessen
06412,0.4136,597609,immigration_restrict,NA,06,Hessen
06413,0.4697,99069,immigration_restrict,NA,06,Hessen
06414,0.43120000000000003,227179,immigration_restrict,NA,06,Hessen
06431,0.4822,216990,immigration_restrict,NA,06,Hessen
06432,0.438,239650,immigration_restrict,NA,06,Hessen
06433,0.4681,207629,immigration_restrict,NA,06,Hessen
06434,0.443,185918,immigration_restrict,NA,06,Hessen
06435,0.4888,331278,immigration_restrict,NA,06,Hessen
06436,0.475,186098,immigration_restrict,NA,06,Hessen
06437,0.5134,72738,immigration_restrict,NA,06,Hessen
06438,0.4753,279980,immigration_restrict,NA,06,Hessen
06439,0.4526,145950,immigration_restrict,NA,06,Hessen
06440,0.4894,243628,immigration_restrict,NA,06,Hessen
06531,0.4888,208319,immigration_restrict,NA,06,Hessen
06532,0.526,199139,immigration_restrict,NA,06,Hessen
06533,0.5137,135369,immigration_restrict,NA,06,Hessen
06534,0.4531,192769,immigration_restrict,NA,06,Hessen
06535,0.5278,76080,immigration_restrict,NA,06,Hessen
06611,0.4351,154678,immigration_restrict,NA,06,Hessen
06631,0.5233,172739,immigration_restrict,NA,06,Hessen
06632,0.5419,91350,immigration_restrict,NA,06,Hessen
06633,0.5024,183390,immigration_restrict,NA,06,Hessen
06634,0.5146,140610,immigration_restrict,NA,06,Hessen
06635,0.5053,120687,immigration_restrict,NA,06,Hessen
06636,0.5015,73670,immigration_restrict,NA,06,Hessen
07111,0.4271,88360,immigration_restrict,NA,07,Rheinland-Pfalz
07131,0.4679,101120,immigration_restrict,NA,07,Rheinland-Pfalz
07132,0.5155,102459,immigration_restrict,NA,07,Rheinland-Pfalz
07133,0.4823,130140,immigration_restrict,NA,07,Rheinland-Pfalz
07134,0.517,61340,immigration_restrict,NA,07,Rheinland-Pfalz
07135,0.489,44419,immigration_restrict,NA,07,Rheinland-Pfalz
07137,0.4733,170840,immigration_restrict,NA,07,Rheinland-Pfalz
07138,0.4979,146989,immigration_restrict,NA,07,Rheinland-Pfalz
07140,0.4721,80219,immigration_restrict,NA,07,Rheinland-Pfalz
07141,0.4764,96148,immigration_restrict,NA,07,Rheinland-Pfalz
07143,0.4695,164800,immigration_restrict,NA,07,Rheinland-Pfalz
07211,0.3986,78790,immigration_restrict,NA,07,Rheinland-Pfalz
07231,0.4799,86359,immigration_restrict,NA,07,Rheinland-Pfalz
07232,0.4596,76160,immigration_restrict,NA,07,Rheinland-Pfalz
07233,0.4807,42960,immigration_restrict,NA,07,Rheinland-Pfalz
07235,0.4509,114170,immigration_restrict,NA,07,Rheinland-Pfalz
07311,0.532,31139,immigration_restrict,NA,07,Rheinland-Pfalz
07312,0.4789,77400,immigration_restrict,NA,07,Rheinland-Pfalz
07313,0.3888,32430,immigration_restrict,NA,07,Rheinland-Pfalz
07314,0.5307,131890,immigration_restrict,NA,07,Rheinland-Pfalz
07315,0.3524,179579,immigration_restrict,NA,07,Rheinland-Pfalz
07316,0.4518,35699,immigration_restrict,NA,07,Rheinland-Pfalz
07317,0.575,24629,immigration_restrict,NA,07,Rheinland-Pfalz
07318,0.4691,32439,immigration_restrict,NA,07,Rheinland-Pfalz
07319,0.5227,63798,immigration_restrict,NA,07,Rheinland-Pfalz
07320,0.5105,21069,immigration_restrict,NA,07,Rheinland-Pfalz
07331,0.5275,100448,immigration_restrict,NA,07,Rheinland-Pfalz
07332,0.4591,105519,immigration_restrict,NA,07,Rheinland-Pfalz
07333,0.4816,54839,immigration_restrict,NA,07,Rheinland-Pfalz
07334,0.5161,101750,immigration_restrict,NA,07,Rheinland-Pfalz
07335,0.5141,80510,immigration_restrict,NA,07,Rheinland-Pfalz
07336,0.5141,51519,immigration_restrict,NA,07,Rheinland-Pfalz
07337,0.4836,86429,immigration_restrict,NA,07,Rheinland-Pfalz
07338,0.5008,120469,immigration_restrict,NA,07,Rheinland-Pfalz
07339,0.4289,162090,immigration_restrict,NA,07,Rheinland-Pfalz
07340,0.5229,70380,immigration_restrict,NA,07,Rheinland-Pfalz
08111,0.4095,491688,immigration_restrict,NA,08,Baden-Württemberg
08115,0.4625,307670,immigration_restrict,NA,08,Baden-Württemberg
08116,0.458,424439,immigration_restrict,NA,08,Baden-Württemberg
08117,0.5083,202899,immigration_restrict,NA,08,Baden-Württemberg
08118,0.4787,419539,immigration_restrict,NA,08,Baden-Württemberg
08119,0.4754,348199,immigration_restrict,NA,08,Baden-Württemberg
08121,0.5072,98758,immigration_restrict,NA,08,Baden-Württemberg
08125,0.531,277729,immigration_restrict,NA,08,Baden-Württemberg
08126,0.5107,86800,immigration_restrict,NA,08,Baden-Württemberg
08127,0.5161,153139,immigration_restrict,NA,08,Baden-Württemberg
08128,0.4816,102158,immigration_restrict,NA,08,Baden-Württemberg
08135,0.5096,104168,immigration_restrict,NA,08,Baden-Württemberg
08136,0.4894,249820,immigration_restrict,NA,08,Baden-Württemberg
08211,0.444,39410,immigration_restrict,NA,08,Baden-Württemberg
08212,0.3697,250818,immigration_restrict,NA,08,Baden-Württemberg
08215,0.4968,360119,immigration_restrict,NA,08,Baden-Württemberg
08216,0.5115,183560,immigration_restrict,NA,08,Baden-Württemberg
08221,0.3234,122388,immigration_restrict,NA,08,Baden-Württemberg
08222,0.442,254158,immigration_restrict,NA,08,Baden-Württemberg
08225,0.5224,112068,immigration_restrict,NA,08,Baden-Württemberg
08226,0.4541,444820,immigration_restrict,NA,08,Baden-Württemberg
08231,0.55,100780,immigration_restrict,NA,08,Baden-Württemberg
08235,0.512,123747,immigration_restrict,NA,08,Baden-Württemberg
08236,0.4849,155600,immigration_restrict,NA,08,Baden-Württemberg
08237,0.4973,91669,immigration_restrict,NA,08,Baden-Württemberg
08311,0.3271,183790,immigration_restrict,NA,08,Baden-Württemberg
08315,0.4458,212609,immigration_restrict,NA,08,Baden-Württemberg
08316,0.4638,129680,immigration_restrict,NA,08,Baden-Württemberg
08317,0.4888,348819,immigration_restrict,NA,08,Baden-Württemberg
08325,0.53,106889,immigration_restrict,NA,08,Baden-Württemberg
08326,0.4977,167079,immigration_restrict,NA,08,Baden-Württemberg
08327,0.5421,109820,immigration_restrict,NA,08,Baden-Württemberg
08335,0.4136,229378,immigration_restrict,NA,08,Baden-Württemberg
08336,0.452,183739,immigration_restrict,NA,08,Baden-Württemberg
08337,0.5016,131348,immigration_restrict,NA,08,Baden-Württemberg
08415,0.4615,229939,immigration_restrict,NA,08,Baden-Württemberg
08416,0.3853,181630,immigration_restrict,NA,08,Baden-Württemberg
08417,0.5386,153178,immigration_restrict,NA,08,Baden-Württemberg
08421,0.4058,99258,immigration_restrict,NA,08,Baden-Württemberg
08425,0.486,154629,immigration_restrict,NA,08,Baden-Württemberg
08426,0.4699,157609,immigration_restrict,NA,08,Baden-Württemberg
08435,0.4573,173740,immigration_restrict,NA,08,Baden-Württemberg
08436,0.4632,224130,immigration_restrict,NA,08,Baden-Württemberg
08437,0.5435,100679,immigration_restrict,NA,08,Baden-Württemberg
09161,0.544,107309,immigration_restrict,NA,09,Bayern
09162,0.3986,1204599,immigration_restrict,NA,09,Bayern
09163,0.5149,47139,immigration_restrict,NA,09,Bayern
09171,0.5748,85190,immigration_restrict,NA,09,Bayern
09172,0.5373,78999,immigration_restrict,NA,09,Bayern
09173,0.5028,98570,immigration_restrict,NA,09,Bayern
09174,0.5125,116917,immigration_restrict,NA,09,Bayern
09175,0.4624,107569,immigration_restrict,NA,09,Bayern
09176,0.5244,101639,immigration_restrict,NA,09,Bayern
09177,0.5179,105070,immigration_restrict,NA,09,Bayern
09178,0.4935,141409,immigration_restrict,NA,09,Bayern
09179,0.4767,169439,immigration_restrict,NA,09,Bayern
09180,0.5253,68479,immigration_restrict,NA,09,Bayern
09181,0.4746,91150,immigration_restrict,NA,09,Bayern
09182,0.4959,73129,immigration_restrict,NA,09,Bayern
09183,0.5487,91369,immigration_restrict,NA,09,Bayern
09184,0.4308,273920,immigration_restrict,NA,09,Bayern
09185,0.5713,73540,immigration_restrict,NA,09,Bayern
09186,0.5504,98720,immigration_restrict,NA,09,Bayern
09187,0.5614,199170,immigration_restrict,NA,09,Bayern
09188,0.4288,105929,immigration_restrict,NA,09,Bayern
09189,0.5261,134250,immigration_restrict,NA,09,Bayern
09190,0.5057,104680,immigration_restrict,NA,09,Bayern
09261,0.4961,48860,immigration_restrict,NA,09,Bayern
09262,0.4934,37530,immigration_restrict,NA,09,Bayern
09263,0.5827,32100,immigration_restrict,NA,09,Bayern
09271,0.5972,92270,immigration_restrict,NA,09,Bayern
09272,0.6046,60499,immigration_restrict,NA,09,Bayern
09273,0.566,95689,immigration_restrict,NA,09,Bayern
09274,0.5636,123739,immigration_restrict,NA,09,Bayern
09275,0.5852,153999,immigration_restrict,NA,09,Bayern
09276,0.6283,59949,immigration_restrict,NA,09,Bayern
09277,0.5861,92870,immigration_restrict,NA,09,Bayern
09278,0.5992,78039,immigration_restrict,NA,09,Bayern
09279,0.6017,76090,immigration_restrict,NA,09,Bayern
09361,0.5781,29380,immigration_restrict,NA,09,Bayern
09362,0.4464,117520,immigration_restrict,NA,09,Bayern
09363,0.5775,29030,immigration_restrict,NA,09,Bayern
09371,0.5598,79698,immigration_restrict,NA,09,Bayern
09372,0.6407,99189,immigration_restrict,NA,09,Bayern
09373,0.5622,103389,immigration_restrict,NA,09,Bayern
09374,0.5686,72480,immigration_restrict,NA,09,Bayern
09375,0.5437,149859,immigration_restrict,NA,09,Bayern
09376,0.5979,116220,immigration_restrict,NA,09,Bayern
09377,0.5801,54570,immigration_restrict,NA,09,Bayern
09461,0.4512,54040,immigration_restrict,NA,09,Bayern
09462,0.4823,54629,immigration_restrict,NA,09,Bayern
09463,0.4951,27920,immigration_restrict,NA,09,Bayern
09464,0.5734,30660,immigration_restrict,NA,09,Bayern
09471,0.5761,113050,immigration_restrict,NA,09,Bayern
09472,0.5645,80409,immigration_restrict,NA,09,Bayern
09473,0.5618,63420,immigration_restrict,NA,09,Bayern
09474,0.5266,89790,immigration_restrict,NA,09,Bayern
09475,0.5857,71418,immigration_restrict,NA,09,Bayern
09476,0.5842,50319,immigration_restrict,NA,09,Bayern
09477,0.55,54720,immigration_restrict,NA,09,Bayern
09478,0.5831,50059,immigration_restrict,NA,09,Bayern
09479,0.5861,53720,immigration_restrict,NA,09,Bayern
09561,0.5341,27010,immigration_restrict,NA,09,Bayern
09562,0.4011,87490,immigration_restrict,NA,09,Bayern
09563,0.5061,102070,immigration_restrict,NA,09,Bayern
09564,0.4905,421830,immigration_restrict,NA,09,Bayern
09565,0.5164,26869,immigration_restrict,NA,09,Bayern
09571,0.5289,146669,immigration_restrict,NA,09,Bayern
09572,0.4973,104650,immigration_restrict,NA,09,Bayern
09573,0.519,90658,immigration_restrict,NA,09,Bayern
09574,0.5025,131879,immigration_restrict,NA,09,Bayern
09575,0.53,75920,immigration_restrict,NA,09,Bayern
09576,0.515,98159,immigration_restrict,NA,09,Bayern
09577,0.5483,70849,immigration_restrict,NA,09,Bayern
09661,0.5206,53150,immigration_restrict,NA,09,Bayern
09662,0.5811,36600,immigration_restrict,NA,09,Bayern
09663,0.4202,106990,immigration_restrict,NA,09,Bayern
09671,0.5496,135700,immigration_restrict,NA,09,Bayern
09672,0.5635,79420,immigration_restrict,NA,09,Bayern
09673,0.5657,59319,immigration_restrict,NA,09,Bayern
09674,0.5731,62810,immigration_restrict,NA,09,Bayern
09675,0.5325,68209,immigration_restrict,NA,09,Bayern
09676,0.5603,99360,immigration_restrict,NA,09,Bayern
09677,0.5389,97840,immigration_restrict,NA,09,Bayern
09678,0.5346,87430,immigration_restrict,NA,09,Bayern
09679,0.475,124629,immigration_restrict,NA,09,Bayern
09761,0.4977,239209,immigration_restrict,NA,09,Bayern
09762,0.5775,31780,immigration_restrict,NA,09,Bayern
09763,0.5269,47469,immigration_restrict,NA,09,Bayern
09764,0.5512,28459,immigration_restrict,NA,09,Bayern
09771,0.5363,103330,immigration_restrict,NA,09,Bayern
09772,0.5444,203458,immigration_restrict,NA,09,Bayern
09773,0.5853,72630,immigration_restrict,NA,09,Bayern
09774,0.5529,98810,immigration_restrict,NA,09,Bayern
09775,0.5389,140890,immigration_restrict,NA,09,Bayern
09776,0.4979,60640,immigration_restrict,NA,09,Bayern
09777,0.5298,107670,immigration_restrict,NA,09,Bayern
09778,0.5652,110440,immigration_restrict,NA,09,Bayern
09779,0.562,102259,immigration_restrict,NA,09,Bayern
09780,0.5313,118339,immigration_restrict,NA,09,Bayern
10041,0.4797,266580,immigration_restrict,NA,10,Saarland
10042,0.5145,85339,immigration_restrict,NA,10,Saarland
10043,0.5429,106259,immigration_restrict,NA,10,Saarland
10044,0.5225,166919,immigration_restrict,NA,10,Saarland
10045,0.5229,117249,immigration_restrict,NA,10,Saarland
10046,0.4889,67350,immigration_restrict,NA,10,Saarland
11000,0.4189,2877040,immigration_restrict,NA,11,Berlin
12051,0.5486,52619,immigration_restrict,NA,12,Brandenburg
12052,0.5614,70199,immigration_restrict,NA,12,Brandenburg
12053,0.5536,37299,immigration_restrict,NA,12,Brandenburg
12054,0.4209,141419,immigration_restrict,NA,12,Brandenburg
12060,0.5453,150689,immigration_restrict,NA,12,Brandenburg
12061,0.5186,137897,immigration_restrict,NA,12,Brandenburg
12062,0.6198,76598,immigration_restrict,NA,12,Brandenburg
12063,0.5418,131400,immigration_restrict,NA,12,Brandenburg
12064,0.5814,156299,immigration_restrict,NA,12,Brandenburg
12065,0.5455,173409,immigration_restrict,NA,12,Brandenburg
12066,0.6141,84640,immigration_restrict,NA,12,Brandenburg
12067,0.5624,140680,immigration_restrict,NA,12,Brandenburg
12068,0.6113,76139,immigration_restrict,NA,12,Brandenburg
12069,0.5287,172380,immigration_restrict,NA,12,Brandenburg
12070,0.5926,57570,immigration_restrict,NA,12,Brandenburg
12071,0.5785,85910,immigration_restrict,NA,12,Brandenburg
12072,0.5508,134829,immigration_restrict,NA,12,Brandenburg
12073,0.5985,93659,immigration_restrict,NA,12,Brandenburg
13003,0.457,164880,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13004,0.4934,72617,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13071,0.5586,202180,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13072,0.5293,173409,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13073,0.5542,176660,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13074,0.5271,123820,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13075,0.5452,183619,immigration_restrict,NA,13,Mecklenburg-Vorpommern
13076,0.5723,168749,immigration_restrict,NA,13,Mecklenburg-Vorpommern
14511,0.5828,179869,immigration_restrict,NA,14,Sachsen
14521,0.6468,256619,immigration_restrict,NA,14,Sachsen
14522,0.6437,234230,immigration_restrict,NA,14,Sachsen
14523,0.6278,176370,immigration_restrict,NA,14,Sachsen
14524,0.624,245410,immigration_restrict,NA,14,Sachsen
14612,0.4371,417710,immigration_restrict,NA,14,Sachsen
14625,0.6421,230770,immigration_restrict,NA,14,Sachsen
14626,0.6277,191430,immigration_restrict,NA,14,Sachsen
14627,0.6332,189320,immigration_restrict,NA,14,Sachsen
14628,0.6101,189300,immigration_restrict,NA,14,Sachsen
14713,0.4212,447458,immigration_restrict,NA,14,Sachsen
14729,0.6166,203470,immigration_restrict,NA,14,Sachsen
14730,0.6061,156279,immigration_restrict,NA,14,Sachsen
15001,0.5752,57237,immigration_restrict,NA,15,Sachsen-Anhalt
15002,0.5051,180650,immigration_restrict,NA,15,Sachsen-Anhalt
15003,0.5279,195180,immigration_restrict,NA,15,Sachsen-Anhalt
15081,0.5796,60540,immigration_restrict,NA,15,Sachsen-Anhalt
15082,0.6467,124749,immigration_restrict,NA,15,Sachsen-Anhalt
15083,0.6442,132660,immigration_restrict,NA,15,Sachsen-Anhalt
15084,0.6476,141328,immigration_restrict,NA,15,Sachsen-Anhalt
15085,0.5881,168599,immigration_restrict,NA,15,Sachsen-Anhalt
15086,0.5862,66818,immigration_restrict,NA,15,Sachsen-Anhalt
15087,0.6221,105699,immigration_restrict,NA,15,Sachsen-Anhalt
15088,0.5934,145559,immigration_restrict,NA,15,Sachsen-Anhalt
15089,0.6352,148968,immigration_restrict,NA,15,Sachsen-Anhalt
15090,0.5915,82319,immigration_restrict,NA,15,Sachsen-Anhalt
15091,0.6205,97760,immigration_restrict,NA,15,Sachsen-Anhalt
16051,0.535,175610,immigration_restrict,NA,16,Thüringen
16052,0.6143,69397,immigration_restrict,NA,16,Thüringen
16053,0.4068,83998,immigration_restrict,NA,16,Thüringen
16054,0.5775,22790,immigration_restrict,NA,16,Thüringen
16055,0.4624,46019,immigration_restrict,NA,16,Thüringen
16061,0.6326,74657,immigration_restrict,NA,16,Thüringen
16062,0.5982,60800,immigration_restrict,NA,16,Thüringen
16063,0.6076,123980,immigration_restrict,NA,16,Thüringen
16064,0.6067,75689,immigration_restrict,NA,16,Thüringen
16065,0.6264,55168,immigration_restrict,NA,16,Thüringen
16066,0.5786,95530,immigration_restrict,NA,16,Thüringen
16067,0.6066,109149,immigration_restrict,NA,16,Thüringen
16068,0.592,50200,immigration_restrict,NA,16,Thüringen
16069,0.633,44708,immigration_restrict,NA,16,Thüringen
16070,0.59,83119,immigration_restrict,NA,16,Thüringen
16071,0.5921,61068,immigration_restrict,NA,16,Thüringen
16072,0.6341,40080,immigration_restrict,NA,16,Thüringen
16073,0.6196,78840,immigration_restrict,NA,16,Thüringen
16074,0.5974,63169,immigration_restrict,NA,16,Thüringen
16075,0.6192,58190,immigration_restrict,NA,16,Thüringen
16076,0.6435,74176,immigration_restrict,NA,16,Thüringen
16077,0.6432,67857,immigration_restrict,NA,16,Thüringen
01001,0.3622,73059,immigration_culture_adapt,NA,01,Schleswig-Holstein
01002,0.3385,200938,immigration_culture_adapt,NA,01,Schleswig-Holstein
01003,0.384,172750,immigration_culture_adapt,NA,01,Schleswig-Holstein
01004,0.4324,57709,immigration_culture_adapt,NA,01,Schleswig-Holstein
01051,0.4478,104960,immigration_culture_adapt,NA,01,Schleswig-Holstein
01053,0.4237,160319,immigration_culture_adapt,NA,01,Schleswig-Holstein
01054,0.4155,133879,immigration_culture_adapt,NA,01,Schleswig-Holstein
01055,0.4349,163410,immigration_culture_adapt,NA,01,Schleswig-Holstein
01056,0.4036,256320,immigration_culture_adapt,NA,01,Schleswig-Holstein
01057,0.4265,101237,immigration_culture_adapt,NA,01,Schleswig-Holstein
01058,0.4095,219130,immigration_culture_adapt,NA,01,Schleswig-Holstein
01059,0.4135,158429,immigration_culture_adapt,NA,01,Schleswig-Holstein
01060,0.427,218370,immigration_culture_adapt,NA,01,Schleswig-Holstein
01061,0.4362,103118,immigration_culture_adapt,NA,01,Schleswig-Holstein
01062,0.4079,189950,immigration_culture_adapt,NA,01,Schleswig-Holstein
02000,0.3514,1431449,immigration_culture_adapt,NA,02,Hamburg
03101,0.3725,205239,immigration_culture_adapt,NA,03,Niedersachsen
03102,0.448,77790,immigration_culture_adapt,NA,03,Niedersachsen
03103,0.4235,97718,immigration_culture_adapt,NA,03,Niedersachsen
03151,0.4404,133790,immigration_culture_adapt,NA,03,Niedersachsen
03153,0.4353,101169,immigration_culture_adapt,NA,03,Niedersachsen
03154,0.4466,65960,immigration_culture_adapt,NA,03,Niedersachsen
03155,0.4273,98348,immigration_culture_adapt,NA,03,Niedersachsen
03157,0.4307,103039,immigration_culture_adapt,NA,03,Niedersachsen
03158,0.4204,89210,immigration_culture_adapt,NA,03,Niedersachsen
03159,0.3929,264509,immigration_culture_adapt,NA,03,Niedersachsen
03241,0.3824,906040,immigration_culture_adapt,NA,03,Niedersachsen
03251,0.4222,171960,immigration_culture_adapt,NA,03,Niedersachsen
