id,year,treat_no_well_perform_2014,own_econ_bad,own_econ_retrospect_worse,own_econ_gov_responsible_not,own_econ_prospect_worse,gen_econ_bad,gen_econ_retrospect_worse,gen_econ_gov_responsible_not,gen_econ_prospect_worse,cdu_performance_satisfied,csu_performance_satisfied,spd_performance_satisfied
18443,2014,,3,3,4,4,2,2,3,2,8,6,5
19492,2014,,3,4,2,3,4,4,1,3,1,2,1
21537,2014,,3,2,4,3,2,4,3,4,5,1,5
47350,2021,,2,3,5,3,2,3,2,2,3,3,8
812,2009,,3,4,4,2,3,4,4,2,5,5,7
6748,2010,0,3,3,3,3,3,4,2,3,3,3,-94
7827,2011,1,3,4,2,3,3,4,2,2,4,1,-94
12334,2012,,3,3,3,3,2,2,4,3,3,2,-94
14495,2013,,3,2,2,2,2,2,2,2,9,9,-94
15479,2013,,2,2,3,3,2,3,3,3,9,6,-94
16448,2013,,2,3,4,3,3,3,2,3,9,9,-94
17312,2013,,2,2,4,3,2,2,2,2,9,9,-94
20540,2014,,2,2,5,1,2,2,4,2,3,1,8
21538,2014,,3,4,2,3,2,2,2,3,8,8,6
47351,2021,1,2,3,3,3,2,3,2,3,11,6,8
6749,2010,,2,2,2,2,2,2,2,2,10,11,-94
10155,2011,,5,5,2,2,4,4,1,3,1,1,-94
12335,2012,1,4,2,5,2,2,1,3,2,6,2,-94
13409,2012,,2,2,2,3,2,3,2,3,9,7,-94
14496,2013,,3,3,5,3,3,4,2,4,5,6,-94
15480,2013,,2,3,2,3,3,4,2,4,7,6,-94
16449,2013,1,2,2,5,3,2,1,3,2,7,2,-94
17313,2013,,3,1,3,2,3,2,2,2,10,8,-94
19493,2014,,3,4,-99,1,3,4,3,3,4,4,6
20541,2014,,2,1,5,3,3,3,2,4,8,8,8
21539,2014,,3,3,2,3,3,3,2,3,1,1,1
47352,2021,0,3,4,3,4,2,3,2,4,9,8,9
6750,2010,,3,3,3,3,3,3,3,3,7,7,-94
7828,2011,1,4,4,3,4,3,3,2,2,6,6,-94
10156,2011,,3,3,5,2,3,4,1,4,3,3,-94
14497,2013,,2,2,5,2,2,3,3,3,9,6,-94
15481,2013,,2,3,2,-99,3,2,4,3,7,5,-94
16450,2013,,3,4,2,3,4,4,2,3,3,3,-94
18444,2014,,3,3,4,3,3,2,3,3,6,4,6
19494,2014,1,4,3,2,3,3,4,4,4,4,3,3
20542,2014,,2,3,4,3,3,3,3,4,4,3,5
21540,2014,,5,5,1,4,3,4,1,3,1,1,1
47353,2021,,2,3,3,4,2,3,2,-99,8,8,6
813,2009,,4,4,1,4,4,5,1,4,2,2,2
6751,2010,,3,2,5,3,3,2,4,2,2,2,-94
7829,2011,,4,5,2,2,4,4,2,3,3,7,-94
10157,2011,1,2,3,5,3,2,4,2,4,4,3,-94
12336,2012,,3,4,3,3,3,3,2,3,3,3,-94
13410,2012,,3,1,2,4,5,2,4,5,1,5,-94
14498,2013,,3,3,3,3,3,3,3,3,9,9,-94
15482,2013,,2,3,3,3,2,3,3,3,7,7,-94
16451,2013,,2,3,3,4,3,2,2,4,8,7,-94
17314,2013,1,1,3,3,3,2,2,2,4,10,7,-94
18445,2014,,2,2,2,3,2,2,2,3,9,8,9
19495,2014,1,3,2,5,3,5,3,1,5,2,3,2
21541,2014,1,2,2,4,3,2,2,4,4,8,7,4
47354,2021,,2,3,3,3,3,4,2,3,4,4,8
814,2009,,4,3,2,4,4,5,2,4,4,2,5
7830,2011,0,4,4,4,4,4,4,4,4,3,3,-94
12337,2012,,2,4,3,4,3,4,2,4,6,6,-94
13411,2012,,3,4,5,3,3,2,2,3,10,6,-94
14499,2013,,5,5,2,3,3,4,2,3,8,2,-94
15483,2013,,3,3,3,2,3,3,3,3,6,5,-94
16452,2013,1,5,3,3,4,4,2,5,-99,-99,-99,-94
17315,2013,,2,3,1,3,3,3,3,4,10,1,-94
20543,2014,,3,2,2,3,2,3,2,4,8,8,3
47355,2021,,4,4,1,3,4,3,3,3,3,3,3
6752,2010,1,5,5,1,5,4,5,1,5,1,1,-94
7831,2011,,3,3,3,4,3,3,3,3,6,6,-94
10158,2011,,4,4,3,-99,4,4,3,4,6,6,-94
14500,2013,,3,3,3,3,3,4,2,4,1,1,-94
15484,2013,,3,4,2,3,3,3,3,3,2,2,-94
16453,2013,,3,3,2,3,2,3,5,3,6,6,-94
17316,2013,,4,5,4,2,3,3,4,3,1,1,-94
18446,2014,,3,3,4,3,3,2,4,4,10,9,3
20544,2014,,3,3,3,2,3,4,3,2,9,8,7
21542,2014,,3,1,5,3,2,2,3,2,8,1,10
47356,2021,,1,1,5,2,3,4,1,3,1,6,7
815,2009,,2,2,4,2,3,4,1,2,2,2,9
6753,2010,,3,3,2,4,3,2,3,2,2,2,-94
7832,2011,,4,3,5,4,3,2,2,2,4,4,-94
10159,2011,1,3,4,1,3,3,5,1,5,7,6,-94
12338,2012,,3,3,1,2,2,2,4,2,2,3,-94
13412,2012,,2,2,3,2,3,4,2,3,9,8,-94
15485,2013,,2,3,2,3,2,3,3,3,10,7,-94
17317,2013,,2,4,3,4,3,2,4,4,1,1,-94
18447,2014,,2,3,2,4,2,3,3,3,9,9,3
20545,2014,,2,3,4,4,2,3,4,3,9,7,9
47357,2021,,3,3,2,3,3,3,2,3,6,6,6
816,2009,,2,4,3,4,3,4,3,4,5,1,5
6754,2010,1,3,5,1,4,5,5,1,5,4,7,-94
7833,2011,,3,4,1,3,2,3,3,3,3,1,-94
10160,2011,0,2,4,1,3,4,5,2,3,1,1,-94
13413,2012,,3,4,1,3,4,4,2,4,3,3,-94
14501,2013,,2,3,2,3,2,2,3,4,10,11,-94
18448,2014,,3,4,5,3,2,3,2,3,9,5,5
19496,2014,,2,2,3,3,2,3,3,3,6,6,6
20546,2014,1,3,4,2,4,4,4,2,4,4,4,9
21543,2014,,2,3,2,4,4,3,2,3,6,6,6
47358,2021,1,3,4,4,3,3,4,2,4,3,3,6
6755,2010,,4,3,2,3,3,3,3,3,9,1,-94
7834,2011,,4,4,2,2,3,3,2,2,8,8,-94
10161,2011,,5,5,5,5,5,5,5,5,1,1,-94
14502,2013,0,2,3,5,3,1,3,2,4,7,6,-94
15486,2013,,2,3,2,4,2,2,2,3,9,9,-94
16454,2013,,2,2,4,2,3,4,3,4,6,6,-94
18449,2014,,2,3,2,3,3,4,3,4,4,4,6
19497,2014,,2,3,3,3,3,3,3,3,5,4,6
21544,2014,,3,5,5,3,2,3,3,3,7,6,7
47359,2021,1,4,3,5,1,2,3,2,2,2,2,5
7835,2011,1,2,2,3,3,3,4,1,4,9,11,-94
10162,2011,,5,5,1,3,5,5,1,5,3,3,-94
13414,2012,,5,3,3,3,5,3,3,3,1,1,-94
14503,2013,,2,4,-99,5,4,5,1,5,6,6,-94
15487,2013,,4,3,5,3,3,4,3,4,6,6,-94
16455,2013,,3,-99,-97,3,2,3,3,4,3,2,-94
18450,2014,,2,3,2,3,3,2,2,2,7,8,4
20547,2014,,2,2,3,3,3,3,2,2,9,10,5
47360,2021,,4,2,2,2,4,3,3,2,10,8,4
6756,2010,,3,3,1,3,2,2,2,2,7,6,-94
7836,2011,,3,3,3,4,3,4,2,4,6,6,-94
10163,2011,,2,2,4,3,3,4,2,3,8,8,-94
13415,2012,,3,5,3,3,2,3,2,4,4,2,-94
14504,2013,,3,2,2,3,3,2,2,3,7,6,-94
15488,2013,,3,4,2,4,4,4,2,4,8,8,-94
16456,2013,,2,2,3,3,3,3,3,3,10,10,-94
17318,2013,,2,2,5,2,2,2,3,3,8,4,-94
18451,2014,,2,3,4,3,2,3,3,4,7,7,7
21545,2014,,2,3,1,4,3,3,2,4,1,1,11
47361,2021,0,3,3,1,3,5,5,1,5,1,1,1
817,2009,,3,3,5,4,3,5,3,5,3,1,2
6757,2010,,4,3,3,4,2,3,3,3,7,8,-94
7837,2011,,4,5,2,4,3,2,4,2,2,1,-94
10164,2011,0,3,3,3,2,3,4,2,4,8,4,-94
12339,2012,,2,3,3,2,2,2,2,2,9,9,-94
13416,2012,,3,3,2,4,3,4,2,3,5,5,-94
14505,2013,,3,4,2,2,2,1,1,2,10,6,-94
15489,2013,,5,5,1,4,5,4,1,4,1,1,-94
16457,2013,0,4,5,1,2,4,5,1,3,2,2,-94
18452,2014,,3,4,2,3,3,2,2,2,-99,-99,-99
19498,2014,,2,1,5,1,2,2,5,2,4,2,1
20548,2014,1,2,3,3,2,2,3,4,3,5,6,7
21546,2014,,2,3,3,3,2,2,3,3,7,5,7
47362,2021,,4,5,1,4,4,3,1,4,2,3,1
818,2009,,2,3,3,2,3,2,2,2,5,4,8
6758,2010,1,2,2,3,2,3,2,4,2,1,1,-94
7838,2011,,2,2,3,3,3,2,2,2,5,7,-94
10165,2011,,3,3,2,3,2,2,3,3,6,6,-94
13417,2012,0,2,3,5,3,3,3,3,3,7,5,-94
14506,2013,,2,3,3,4,3,3,4,4,2,2,-94
15490,2013,,3,4,3,3,2,4,3,4,9,1,-94
16458,2013,,3,3,3,3,3,3,3,3,3,2,-94
17319,2013,,3,4,3,1,4,2,3,3,3,2,-94
18453,2014,,2,3,5,2,2,2,3,3,-99,-99,-99
20549,2014,,2,3,2,3,2,3,3,3,7,7,5
21547,2014,,2,3,5,3,2,1,3,2,9,4,10
47363,2021,,2,3,3,4,1,1,3,1,2,5,8
819,2009,,1,2,5,3,3,2,4,2,4,3,2
6759,2010,,1,2,2,3,2,3,2,3,7,8,-94
10166,2011,,2,1,5,3,4,4,2,5,6,6,-94
13418,2012,,5,5,1,5,4,5,1,5,2,2,-94
15491,2013,,2,4,1,3,4,4,1,4,-99,-99,-94
18454,2014,,1,1,5,4,1,1,3,2,8,4,8
19499,2014,1,3,3,5,4,2,2,3,3,6,6,6
20550,2014,,2,2,3,3,3,2,3,4,8,7,8
21548,2014,,3,3,3,3,2,2,3,3,4,1,4
47364,2021,,2,2,3,3,4,4,3,4,7,3,6
6760,2010,,3,3,2,2,-99,2,2,2,7,6,-94
7839,2011,,4,3,3,4,3,3,3,3,6,6,-94
10167,2011,,2,2,3,4,2,2,2,3,9,8,-94
14507,2013,,3,2,2,4,3,4,2,4,7,3,-94
15492,2013,,2,3,4,3,3,4,2,4,3,3,-94
16459,2013,,2,3,2,3,3,4,2,3,3,2,-94
17320,2013,,2,4,3,3,3,4,1,4,1,1,-94
18455,2014,,2,4,2,3,3,4,2,4,-99,-99,-99
19500,2014,,3,4,1,4,2,3,3,3,6,6,6
21549,2014,,2,2,2,2,2,2,2,2,10,6,9
47365,2021,,2,1,3,3,3,3,2,3,5,2,3
6761,2010,,3,3,4,3,3,3,4,3,1,1,-94
10168,2011,,3,1,5,1,3,2,3,3,8,4,-94
12340,2012,,3,5,4,2,4,4,2,3,8,6,-94
14508,2013,,2,2,5,2,3,2,3,3,7,6,-94
15493,2013,,4,4,1,5,5,4,2,5,1,2,-94
17321,2013,,4,4,5,3,2,3,3,3,9,9,-94
18456,2014,,3,4,1,3,1,1,1,1,1,1,7
19501,2014,,2,4,2,4,3,2,3,3,4,3,5
20551,2014,,2,3,3,3,2,2,3,4,7,3,7
21550,2014,,1,3,5,2,3,3,3,3,3,1,6
47366,2021,,1,2,4,2,3,4,3,3,8,8,8
820,2009,,3,3,5,3,3,3,2,2,5,3,5
6762,2010,,2,4,1,3,3,4,2,2,2,2,-94
12341,2012,,2,1,5,1,2,4,3,4,6,6,-94
13419,2012,,2,2,3,3,2,3,3,3,6,4,-94
14509,2013,,2,2,5,2,2,4,3,4,2,2,-94
15494,2013,0,2,2,2,3,2,2,2,2,10,10,-94
16460,2013,,2,2,5,3,3,2,3,3,9,9,-94
18457,2014,,2,4,5,2,2,3,3,2,5,2,6
19502,2014,,2,2,5,3,3,3,4,3,7,6,9
20552,2014,,2,3,5,3,2,3,3,3,8,8,7
21551,2014,,2,1,3,2,3,3,4,3,7,6,2
47367,2021,,3,4,2,3,4,5,3,5,8,8,8
821,2009,,3,3,1,4,4,4,1,3,3,3,3
6763,2010,,4,4,5,3,2,2,2,2,10,9,-94
7840,2011,,3,3,5,3,3,3,3,3,6,6,-94
10169,2011,,2,2,5,2,3,2,3,3,5,3,-94
12342,2012,,2,3,2,4,2,3,3,3,7,3,-94
13420,2012,,3,3,2,3,3,3,2,3,5,5,-94
14510,2013,,4,-99,-97,-99,-99,-99,-97,-99,-99,-99,-94
15495,2013,,1,2,4,2,3,2,4,3,5,3,-94
17322,2013,,2,2,5,3,2,2,4,3,2,2,-94
19503,2014,,3,4,2,4,3,4,2,4,6,5,5
20553,2014,,2,3,3,5,3,4,1,5,4,4,1
47368,2021,,3,3,2,3,4,5,2,3,4,6,1
822,2009,,2,3,4,4,3,4,4,4,6,6,7
6764,2010,1,5,5,3,2,4,5,2,3,1,1,-94
7841,2011,,4,5,1,5,5,5,1,5,1,1,-94
10170,2011,,4,4,2,3,3,4,2,3,5,4,-94
12343,2012,,3,3,2,4,1,1,2,4,5,7,-94
13421,2012,,2,2,5,5,3,4,3,4,10,3,-94
14511,2013,,2,1,5,2,3,4,2,4,-99,-99,-94
15496,2013,,3,4,3,4,3,2,4,4,7,6,-94
17323,2013,,2,1,5,3,3,3,3,3,3,6,-94
18458,2014,,4,3,2,3,3,2,3,3,7,4,8
20554,2014,,2,2,4,4,2,2,2,3,9,6,8
21552,2014,,2,4,3,4,2,4,3,4,9,9,9
47369,2021,1,2,2,4,1,3,2,2,3,3,3,3
6765,2010,,5,1,2,3,2,3,3,3,6,6,-94
7842,2011,,4,5,3,1,3,2,-99,3,-99,-99,-94
10171,2011,,3,4,3,-99,2,3,2,3,2,5,-94
12344,2012,,2,2,3,3,3,2,3,3,6,8,-94
13422,2012,,2,2,5,3,4,4,2,4,7,6,-94
15497,2013,,2,1,5,4,3,3,2,3,8,5,-94
16461,2013,,3,3,2,3,3,4,2,2,8,7,-94
17324,2013,,3,4,2,3,3,3,2,3,10,7,-94
18459,2014,,2,3,4,4,2,3,2,3,5,5,5
20555,2014,,2,3,2,3,2,3,3,3,5,2,4
21553,2014,1,2,2,3,3,3,3,3,2,9,5,10
47370,2021,,3,4,3,4,3,4,3,4,3,4,2
823,2009,,2,4,1,4,5,5,1,5,4,4,4
6766,2010,1,5,4,4,4,4,4,1,4,5,3,-94
7843,2011,,2,3,5,3,3,3,3,3,5,8,-94
10172,2011,,3,4,3,2,3,4,1,5,4,4,-94
13423,2012,,3,3,1,4,3,4,2,4,10,10,-94
14512,2013,1,3,3,4,2,3,4,1,4,1,1,-94
15498,2013,,3,4,2,2,3,4,2,4,8,4,-94
16462,2013,,3,3,2,3,3,4,2,4,5,6,-94
17325,2013,,3,5,4,2,2,2,3,3,8,6,-94
18460,2014,,2,3,5,3,3,2,3,4,10,11,8
19504,2014,,2,2,5,2,3,3,3,4,9,7,8
21554,2014,,3,4,4,4,3,4,3,4,6,3,6
47371,2021,,3,3,1,4,2,4,1,4,3,7,5
6767,2010,0,1,3,2,1,5,4,1,4,1,1,-94
7844,2011,1,3,5,2,5,3,2,3,3,1,1,-94
10173,2011,1,4,2,3,1,2,1,3,4,8,7,-94
12345,2012,,2,2,2,3,2,1,2,3,9,9,-94
13424,2012,,2,2,3,2,3,2,3,2,7,7,-94
14513,2013,,3,2,5,3,3,2,4,4,6,4,-94
15499,2013,,3,4,3,3,2,2,2,2,9,7,-94
16463,2013,,2,2,3,2,2,2,2,2,10,11,-94
19505,2014,,2,4,2,-99,1,2,2,-99,4,4,5
21555,2014,,2,3,4,3,3,3,3,3,7,7,7
47372,2021,,2,2,3,2,3,3,3,2,6,8,10
824,2009,,4,3,3,3,3,4,3,4,1,1,2
6768,2010,,3,4,2,4,3,2,3,2,6,6,-94
7845,2011,,4,2,2,2,2,1,2,2,7,1,-94
10174,2011,,5,5,1,5,4,4,2,3,1,1,-94
12346,2012,,2,4,4,1,1,2,3,2,10,3,-94
13425,2012,,3,4,2,3,4,4,2,4,7,5,-94
14514,2013,,4,4,4,3,4,3,3,4,2,1,-94
15500,2013,,1,3,5,4,3,2,3,3,6,4,-94
16464,2013,1,2,2,3,3,3,1,3,3,10,9,-94
17326,2013,,2,3,3,3,2,2,2,2,8,7,-94
18461,2014,0,2,2,4,3,3,2,3,3,4,2,1
19506,2014,,3,3,3,3,2,2,3,3,4,1,6
20556,2014,,3,3,2,2,4,4,1,4,2,2,3
21556,2014,,3,4,1,5,3,3,2,4,3,1,6
47373,2021,,3,2,1,1,3,3,1,3,5,4,6
6769,2010,1,3,2,3,3,3,3,3,3,6,6,-94
7846,2011,,2,3,5,4,3,4,2,4,2,2,-94
10175,2011,,3,4,2,4,3,2,3,4,2,3,-94
12347,2012,,2,1,5,2,3,4,2,2,9,8,-94
13426,2012,,3,3,3,3,3,2,3,3,9,9,-94
14515,2013,,3,2,4,3,3,4,2,3,2,2,-94
15501,2013,,2,4,2,3,3,3,3,4,10,8,-94
16465,2013,,4,4,2,2,4,4,1,3,2,2,-94
17327,2013,,1,2,4,2,3,4,2,3,9,9,-94
19507,2014,1,2,2,4,3,3,3,2,3,8,6,6
21557,2014,,2,4,2,5,3,4,3,4,2,2,9
47374,2021,,2,3,2,3,2,4,2,2,10,10,10
10176,2011,,4,5,3,3,3,2,3,3,6,6,-94
13427,2012,,2,4,5,2,3,2,3,2,9,9,-94
14516,2013,,2,2,4,3,3,3,3,3,6,6,-94
15502,2013,,3,2,3,3,2,2,3,3,10,8,-94
16466,2013,1,5,5,1,5,3,3,1,3,7,7,-94
17328,2013,,4,4,5,3,3,4,4,4,6,6,-94
18462,2014,,2,2,3,3,2,2,3,3,8,6,8
19508,2014,,3,3,3,3,3,3,2,3,9,9,9
20557,2014,,2,3,2,3,2,2,2,3,7,7,5
21558,2014,,2,3,5,4,3,2,3,4,7,1,5
47375,2021,,2,3,3,2,3,1,3,2,9,11,9
825,2009,,3,4,2,4,3,5,3,2,9,7,10
6770,2010,,3,3,3,3,3,3,3,3,6,6,-94
7847,2011,,1,3,5,3,2,3,3,2,6,6,-94
10177,2011,,3,2,4,2,3,4,2,4,3,3,-94
12348,2012,1,2,3,5,3,3,4,3,4,5,4,-94
13428,2012,,3,2,2,2,2,1,2,2,9,9,-94
14517,2013,,3,3,3,3,4,4,3,4,3,5,-94
16467,2013,,1,2,5,1,3,2,3,3,7,3,-94
17329,2013,,3,4,1,3,2,3,4,3,2,2,-94
19509,2014,,2,3,2,4,3,3,2,3,3,1,9
20558,2014,,1,3,3,3,2,3,3,3,9,6,9
21559,2014,,2,3,3,4,3,3,2,4,9,7,9
47376,2021,,3,3,3,3,3,3,3,2,4,6,8
6771,2010,1,4,5,2,3,4,5,1,3,1,1,-94
7848,2011,1,3,2,3,3,1,3,1,1,1,6,-94
10178,2011,,4,3,3,3,4,3,3,3,7,5,-94
12349,2012,,2,3,3,3,3,2,3,3,4,1,-94
13429,2012,,3,2,4,3,3,4,1,3,8,6,-94
14518,2013,,3,4,3,2,3,4,3,3,5,5,-94
15503,2013,,3,4,1,3,4,3,1,4,1,1,-94
16468,2013,1,4,4,3,2,3,4,2,3,3,2,-94
17330,2013,1,2,3,4,3,3,2,3,3,7,5,-94
18463,2014,,1,2,4,1,1,1,2,2,10,10,9
19510,2014,,3,4,3,2,1,1,2,3,4,4,8
20559,2014,1,1,1,5,3,1,2,4,2,4,6,3
47377,2021,,4,3,2,3,3,4,3,2,6,6,6
826,2009,,4,2,5,3,4,5,3,4,4,6,4
6772,2010,,4,4,2,3,5,4,4,4,1,1,-94
7849,2011,1,3,4,2,3,3,4,3,4,3,3,-94
10179,2011,,5,5,3,3,5,5,1,2,1,1,-94
12350,2012,1,3,3,3,3,4,4,1,3,1,4,-94
13430,2012,,2,3,3,3,3,3,3,3,10,10,-94
14519,2013,,2,3,4,3,3,3,3,4,8,8,-94
17331,2013,1,4,4,3,3,4,3,2,5,10,9,-94
19511,2014,,2,4,3,3,3,3,2,2,9,8,4
20560,2014,,2,3,4,4,3,3,4,4,5,5,6
21560,2014,1,2,2,4,3,2,2,3,2,5,5,10
47378,2021,,3,2,5,2,4,3,2,3,1,1,1
827,2009,,5,4,4,2,4,4,4,2,6,6,6
6773,2010,,3,3,4,3,3,4,2,3,2,3,-94
7850,2011,,-99,-99,-97,-99,-99,-99,-97,-99,-99,-99,-94
10180,2011,,5,5,1,5,5,5,1,5,1,1,-94
13431,2012,,3,3,2,3,2,2,2,2,10,9,-94
14520,2013,,2,3,5,3,3,4,4,3,8,2,-94
15504,2013,1,3,4,1,3,2,1,2,3,2,2,-94
16469,2013,,2,3,3,3,2,2,2,2,10,9,-94
17332,2013,1,2,3,5,4,3,1,3,4,6,1,-94
18464,2014,,1,2,2,2,3,4,1,3,6,6,5
47379,2021,,5,5,5,5,5,5,1,5,1,2,1
828,2009,1,4,5,2,3,4,4,2,3,3,3,5
6774,2010,1,4,4,2,3,3,2,2,2,1,1,-94
7851,2011,,2,3,2,4,3,4,2,4,2,2,-94
10181,2011,,5,5,1,5,3,1,5,3,1,1,-94
12351,2012,,2,3,4,3,2,2,3,3,5,2,-94
13432,2012,,2,3,3,3,3,2,2,3,4,3,-94
14521,2013,,2,3,2,3,3,4,2,4,8,6,-94
15505,2013,,2,3,2,3,3,4,2,4,4,3,-94
17333,2013,,2,4,2,4,3,2,2,2,6,6,-94
18465,2014,0,3,2,4,3,3,3,3,3,7,6,8
19512,2014,,3,2,5,2,3,4,3,4,7,6,8
20561,2014,,2,2,4,2,2,2,3,4,9,9,9
21561,2014,,2,3,3,3,3,4,2,4,8,6,6
47380,2021,,3,4,3,4,3,4,3,4,6,7,7
6775,2010,,4,5,2,5,3,5,1,4,1,5,-94
7852,2011,,3,4,1,5,4,5,2,4,5,3,-94
12352,2012,,3,4,1,4,3,4,1,4,8,8,-94
13433,2012,,3,3,2,4,3,3,3,4,4,4,-94
14522,2013,,2,3,5,3,3,2,3,2,7,8,-94
15506,2013,,3,3,3,3,4,4,2,3,7,-99,-94
17334,2013,,2,4,3,3,2,2,2,2,9,9,-94
18466,2014,0,2,1,3,3,2,2,3,2,6,1,6
19513,2014,1,2,3,3,4,4,4,2,4,6,6,6
20562,2014,,3,4,2,4,2,2,3,4,6,7,7
21562,2014,1,3,3,3,3,2,3,3,3,2,1,9
47381,2021,,2,3,2,3,2,3,4,4,4,6,2
6776,2010,,2,2,4,3,2,2,4,3,2,1,-94
7853,2011,,3,3,3,3,3,3,3,3,6,6,-94
10182,2011,,5,5,1,4,4,5,1,4,1,3,-94
12353,2012,,5,4,2,3,5,5,1,5,1,1,-94
13434,2012,,3,4,4,2,3,4,2,3,6,1,-94
15507,2013,,2,2,3,2,3,3,3,3,4,1,-94
16470,2013,,3,4,4,2,2,2,3,3,8,8,-94
19514,2014,0,3,3,3,3,2,3,2,3,7,7,5
21563,2014,,3,3,3,3,2,3,3,4,6,6,6
47382,2021,,4,4,3,5,4,4,3,5,8,8,8
829,2009,,5,5,5,5,2,2,3,2,9,8,6
6777,2010,0,3,2,2,1,3,2,2,2,9,5,-94
10183,2011,,3,3,4,3,2,2,4,3,6,5,-94
13435,2012,,3,1,5,3,2,3,3,3,5,5,-94
14523,2013,,2,-99,-97,3,2,2,2,4,-99,-99,-94
15508,2013,,2,4,1,5,2,4,1,4,2,1,-94
17335,2013,,2,4,3,4,2,2,2,4,9,9,-94
18467,2014,,3,3,2,3,2,3,3,4,7,6,4
20563,2014,,3,4,2,3,4,3,2,3,7,7,4
21564,2014,,2,2,5,3,3,2,3,3,4,5,8
47383,2021,,3,2,1,3,4,4,1,4,1,4,5
830,2009,1,2,3,5,3,4,5,4,2,2,1,4
6778,2010,,3,2,1,4,3,2,1,3,9,4,-94
7854,2011,,4,5,2,4,3,4,2,4,1,1,-94
10184,2011,,3,4,3,4,2,4,3,3,6,5,-94
12354,2012,,3,3,3,3,3,3,1,3,6,6,-94
13436,2012,,3,2,3,3,4,3,3,2,3,3,-94
15509,2013,,3,3,4,3,2,2,2,2,10,10,-94
17336,2013,,2,4,3,3,2,2,3,3,8,6,-94
18468,2014,,4,3,3,3,2,3,3,3,6,6,6
19515,2014,,4,3,1,3,3,3,3,3,2,2,2
20564,2014,,4,3,5,1,1,3,1,3,7,1,10
21565,2014,,3,5,2,4,3,2,3,3,5,1,7
47384,2021,,2,2,3,2,3,4,3,3,6,6,6
6779,2010,,2,2,5,3,2,2,3,2,7,6,-94
7855,2011,,3,3,2,3,4,3,3,3,4,3,-94
10185,2011,,5,5,3,2,3,3,3,3,1,1,-94
13437,2012,,3,3,4,3,3,2,3,4,7,3,-94
14524,2013,,2,3,3,3,2,3,2,2,9,9,-94
15510,2013,,2,3,5,3,4,4,2,4,3,3,-94
16471,2013,,3,4,2,3,2,3,4,2,7,6,-94
17337,2013,,2,3,5,4,2,2,3,3,9,9,-94
18469,2014,,2,2,4,3,2,2,4,3,1,1,7
19516,2014,1,5,5,1,5,3,4,4,5,8,5,4
21566,2014,,2,3,2,3,2,2,2,3,9,8,7
47385,2021,,2,4,3,2,3,4,2,3,6,6,6
831,2009,1,2,4,3,2,4,5,3,2,10,9,7
6780,2010,,3,4,1,5,5,5,1,5,1,1,-94
7856,2011,,2,2,3,3,2,2,3,2,7,5,-94
10186,2011,1,3,1,3,3,3,3,3,3,7,7,-94
12355,2012,,1,3,1,2,2,1,3,4,4,1,-94
13438,2012,,5,3,3,3,4,5,3,4,6,6,-94
14525,2013,,3,3,2,2,3,2,2,-99,7,8,-94
15511,2013,,2,3,5,2,3,3,2,4,5,5,-94
17338,2013,,4,3,5,3,2,3,2,4,9,8,-94
19517,2014,,2,2,3,3,1,2,3,3,11,11,10
20565,2014,1,2,3,4,3,2,2,3,3,8,6,7
21567,2014,,3,3,3,4,3,3,3,3,7,8,4
47386,2021,,4,4,1,3,4,4,1,3,2,2,2
832,2009,,3,4,3,2,4,4,2,3,4,4,4
6781,2010,,3,3,2,2,3,2,2,3,6,-99,-94
7857,2011,,3,3,2,3,3,2,3,3,1,2,-94
10187,2011,,2,4,3,4,2,4,3,4,3,1,-94
13439,2012,,3,2,3,3,3,1,2,4,7,7,-94
14526,2013,,2,3,5,3,2,2,3,4,7,5,-94
15512,2013,,2,2,4,3,2,2,2,3,9,8,-94
16472,2013,,3,4,3,2,2,4,3,2,6,4,-94
17339,2013,1,2,2,3,1,2,2,3,2,10,10,-94
18470,2014,,2,3,4,3,2,5,3,3,2,2,3
19518,2014,,2,2,3,3,2,2,2,3,9,9,10
47387,2021,,2,3,2,3,3,4,2,3,7,5,8
6782,2010,1,4,4,2,4,4,2,1,3,2,4,-94
7858,2011,,3,4,2,4,3,3,4,3,1,1,-94
10188,2011,,3,3,2,2,3,3,3,3,6,6,-94
12356,2012,,3,4,2,3,2,2,3,4,7,6,-94
14527,2013,,3,4,2,3,2,2,2,3,10,9,-94
15513,2013,1,3,5,1,2,3,4,1,4,1,1,-94
16473,2013,,3,4,1,3,3,4,2,4,6,6,-94
17340,2013,,2,2,5,2,3,2,4,3,6,6,-94
18471,2014,,2,3,3,4,3,2,4,3,10,9,7
19519,2014,,3,4,5,2,3,2,2,2,7,6,6
20566,2014,,3,3,4,3,2,3,3,3,9,7,8
47388,2021,1,5,5,2,5,4,5,1,4,1,1,4
833,2009,0,2,2,2,2,3,4,3,3,8,7,4
6783,2010,,5,5,3,3,4,4,3,3,1,1,-94
7859,2011,1,3,4,3,4,3,4,2,4,7,7,-94
10189,2011,,2,3,5,2,3,3,3,3,1,1,-94
12357,2012,,2,4,3,3,3,4,2,3,5,5,-94
13440,2012,,3,4,2,3,3,4,2,4,4,3,-94
16474,2013,,2,3,2,2,3,2,2,2,10,8,-94
19520,2014,0,3,4,3,3,2,3,3,2,7,7,8
20567,2014,,2,3,5,4,3,2,5,4,1,1,3
47389,2021,,3,3,2,2,4,5,1,5,1,1,1
6784,2010,,1,1,3,1,3,3,3,3,9,9,-94
