id,year,treat_no_well_perform_2014,own_econ_bad,own_econ_retrospect_worse,own_econ_gov_responsible_not,own_econ_prospect_worse,gen_econ_bad,gen_econ_retrospect_worse,gen_econ_gov_responsible_not,gen_econ_prospect_worse,cdu_performance_satisfied,csu_performance_satisfied,spd_performance_satisfied
19842,2014,,3,3,5,3,3,4,2,3,6,6,6
20848,2014,,3,2,3,3,3,4,1,3,2,1,8
21926,2015,,2,3,3,3,3,4,2,4,5,5,5
22955,2015,,3,4,2,3,2,3,4,4,3,3,2
23974,2015,,2,2,1,3,2,2,4,3,1,7,1
25001,2015,,3,4,3,3,3,4,3,4,9,8,8
26032,2016,,2,3,4,3,5,5,1,5,1,1,1
27047,2016,,4,4,2,2,3,3,2,3,1,1,2
28070,2016,,2,2,4,3,2,2,2,2,3,4,7
29093,2016,,1,3,3,3,3,2,3,2,9,11,3
30115,2017,1,3,3,4,3,3,2,3,3,5,5,5
31123,2017,,3,3,1,3,3,4,1,4,3,1,5
32207,2017,,3,2,3,2,1,2,3,2,8,6,7
33292,2017,,-99,3,4,-99,3,3,3,3,6,3,6
34308,2018,,2,3,4,3,2,3,3,3,3,2,6
35414,2018,,3,3,3,2,3,2,3,3,11,11,4
36516,2018,,2,4,4,2,3,4,2,4,8,8,8
37622,2019,1,2,1,4,2,3,4,2,3,6,6,6
38722,2019,0,3,4,1,4,2,1,1,2,1,1,2
39823,2019,1,3,3,3,3,3,4,1,4,3,2,1
40900,2020,,5,4,2,3,2,2,3,4,3,1,3
41993,2020,,2,3,4,3,4,4,4,4,8,8,8
43086,2020,,3,4,3,4,4,5,2,3,4,6,4
44164,2021,,2,3,3,3,2,3,2,2,10,10,10
45283,2021,,3,4,2,4,5,5,1,5,2,2,2
46378,2021,,4,5,3,3,3,4,3,2,10,10,9
48066,2022,,2,3,2,2,3,2,2,2,-94,-94,9
49178,2022,0,4,5,3,5,4,4,2,5,-94,-94,6
50302,2022,,4,4,4,4,4,4,4,4,-94,-94,3
51421,2023,,3,2,2,3,3,4,2,4,-94,-94,2
17,2009,1,2,2,2,2,2,3,2,3,10,8,9
1346,2009,1,3,4,2,3,4,3,-94,3,9,8,-94
2477,2010,1,3,2,3,4,2,2,-94,2,11,10,-94
3613,2010,,3,4,3,4,3,4,3,2,6,7,-94
4751,2010,,2,3,2,3,3,3,3,2,5,7,-94
5875,2010,,2,2,-99,2,2,3,3,2,5,5,-94
7017,2011,,3,4,2,4,3,4,2,3,5,5,-94
8174,2011,1,3,2,5,3,3,2,4,4,5,2,-94
9297,2011,,3,4,2,4,4,4,2,4,5,4,-94
10482,2011,,2,3,2,3,2,3,2,3,10,10,-94
11553,2012,,3,3,3,2,2,2,3,3,8,3,-94
12585,2012,,4,5,2,4,4,5,2,4,2,2,-94
13660,2013,,3,4,3,4,3,2,3,2,9,8,-94
14684,2013,,2,3,3,3,3,3,2,3,5,5,-94
15725,2013,,2,1,5,3,4,5,1,5,1,1,-94
16699,2013,,2,1,4,3,2,3,3,3,7,7,-94
17771,2014,,3,4,2,3,3,4,2,4,4,4,4
18808,2014,,3,4,2,3,4,4,1,4,1,1,1
20849,2014,,2,2,4,2,2,2,3,2,8,6,9
21927,2015,1,2,2,5,3,3,3,3,4,9,6,9
22956,2015,1,2,2,3,4,2,2,3,3,6,5,6
23975,2015,,4,4,-99,4,3,3,1,3,6,4,5
25002,2015,,1,3,5,3,2,3,3,3,7,1,9
26033,2016,,1,1,5,2,3,2,3,2,7,7,7
27048,2016,,5,5,5,5,4,4,3,3,-99,2,-99
28071,2016,,1,2,5,3,2,2,3,3,2,9,1
29094,2016,,2,3,4,3,3,4,1,4,1,3,6
30116,2017,,1,3,5,3,1,3,3,3,7,2,7
31124,2017,,2,3,4,3,1,2,3,3,3,7,1
32208,2017,,1,2,3,3,2,2,2,3,9,6,8
33293,2017,,2,3,-99,3,1,1,2,2,8,11,8
34309,2018,,3,4,2,4,3,3,2,3,6,6,6
35415,2018,1,5,5,1,4,1,2,3,3,1,6,1
36517,2018,,3,3,2,4,2,2,3,4,6,7,6
37623,2019,,3,4,1,3,3,5,1,4,6,6,6
38723,2019,,4,5,3,3,4,3,3,4,4,4,5
39824,2019,,2,3,2,3,2,3,3,3,1,1,1
40901,2020,,3,2,3,2,3,3,1,3,6,6,6
41994,2020,0,4,3,1,4,4,3,1,5,9,9,9
43087,2020,,3,5,3,3,4,5,1,4,1,1,1
44165,2021,,3,2,2,5,5,5,1,5,6,6,6
45284,2021,,3,3,3,3,3,3,3,2,7,6,7
46379,2021,,3,3,3,3,3,3,3,3,1,1,1
48067,2022,,2,3,2,3,3,4,3,4,-94,-94,8
49179,2022,,3,4,2,2,4,4,2,4,-94,-94,3
50303,2022,,4,4,3,4,4,4,3,4,-94,-94,1
51422,2023,1,4,5,2,4,5,5,1,4,-94,-94,6
18,2009,1,5,5,1,5,5,5,1,5,1,1,1
1347,2009,,4,4,2,3,3,4,-94,4,6,6,-94
2478,2010,,4,4,3,3,4,5,-94,3,9,9,-94
3614,2010,1,2,3,5,3,3,4,2,3,1,1,-94
4752,2010,,3,4,1,4,3,4,1,4,1,6,-94
5876,2010,,4,4,2,3,3,4,2,3,1,1,-94
8175,2011,0,5,5,1,1,5,5,1,5,1,1,-94
9298,2011,,2,3,4,2,2,1,4,3,2,2,-94
10483,2011,1,3,3,3,4,3,3,3,4,6,6,-94
11554,2012,1,2,4,1,4,3,4,1,4,10,8,-94
13661,2013,,3,3,3,4,3,3,2,4,6,6,-94
19843,2014,,2,4,2,4,4,3,1,3,4,4,7
20850,2014,0,2,1,3,3,2,2,4,3,7,7,4
21928,2015,,4,4,1,4,4,4,1,4,7,8,6
22957,2015,1,2,2,5,2,2,3,4,3,4,2,7
23976,2015,,2,2,4,3,3,4,3,3,9,8,4
25003,2015,,2,3,4,3,4,5,3,4,7,5,7
26034,2016,1,2,3,5,2,3,3,3,2,6,6,6
27049,2016,,3,3,3,3,2,4,3,2,6,6,6
28072,2016,,3,2,3,2,3,4,3,4,6,6,6
29095,2016,,2,1,3,2,2,2,4,2,8,2,9
30117,2017,1,3,4,2,3,2,3,3,4,3,2,4
31125,2017,,2,1,4,3,3,2,2,3,9,5,9
32209,2017,,1,2,3,2,1,1,3,3,11,9,1
33294,2017,,2,3,5,3,3,3,3,3,7,5,7
34310,2018,,2,2,3,3,2,2,3,3,8,8,3
35416,2018,1,4,3,4,3,3,2,3,3,1,1,7
36518,2018,,3,4,2,4,2,2,2,3,5,6,9
37624,2019,,2,1,3,1,2,2,3,2,5,5,5
38724,2019,,3,4,2,4,2,2,3,3,7,3,-99
39825,2019,,2,4,5,1,2,3,3,3,9,4,7
40902,2020,,3,3,3,3,4,4,2,4,1,1,1
41995,2020,,5,5,1,3,5,5,1,5,1,1,1
43088,2020,,2,3,2,3,3,3,2,3,7,7,7
44166,2021,,3,4,2,3,4,3,1,3,3,4,4
45285,2021,1,3,4,4,4,4,5,1,5,1,1,1
46380,2021,,3,3,2,3,3,4,3,4,11,11,11
48068,2022,1,3,3,4,2,2,3,3,2,-94,-94,8
49180,2022,,2,3,3,3,2,3,3,3,-94,-94,5
50304,2022,,2,3,5,3,4,4,3,4,-94,-94,4
51423,2023,1,4,4,2,3,3,3,3,2,-94,-94,7
1348,2009,1,4,4,2,2,4,5,-94,4,7,7,-94
2479,2010,,3,3,3,4,3,3,-94,3,6,6,-94
3615,2010,,2,4,3,3,3,4,3,3,6,6,-94
4753,2010,,3,2,2,3,2,3,3,3,3,2,-94
5877,2010,1,3,3,3,3,3,3,3,3,6,6,-94
7018,2011,,2,3,3,3,2,2,2,3,7,10,-94
8176,2011,1,3,3,-99,3,3,3,3,3,6,6,-94
10484,2011,,3,4,2,4,3,2,4,4,7,2,-94
11555,2012,,1,3,5,3,4,4,1,4,2,2,-94
12586,2012,,4,2,5,3,3,3,2,4,7,7,-94
13662,2013,,3,3,3,4,4,4,2,4,9,8,-94
14685,2013,0,2,3,3,2,2,3,3,2,4,2,-94
16700,2013,,4,4,2,4,2,3,2,3,9,9,-94
17772,2014,,3,2,5,2,3,3,3,3,10,9,6
18809,2014,1,3,4,3,4,3,3,-99,3,5,5,6
19844,2014,,2,2,3,3,2,2,3,3,7,3,7
21929,2015,,2,3,3,3,2,2,3,3,9,7,6
22958,2015,,2,2,5,3,2,3,4,3,5,1,5
23977,2015,,3,2,2,-99,2,2,2,4,8,5,9
25004,2015,,3,5,3,4,4,4,2,5,1,1,2
26035,2016,0,2,3,3,3,2,3,3,3,7,4,8
27050,2016,,2,4,5,3,3,4,2,4,7,5,6
28073,2016,1,2,3,5,3,2,3,4,3,6,3,7
29096,2016,,3,3,3,3,3,3,3,3,2,1,6
30118,2017,,3,3,2,2,2,3,2,3,2,2,2
31126,2017,,4,3,5,2,4,5,1,3,1,1,1
32210,2017,,3,4,2,4,3,2,3,4,4,1,8
33295,2017,,2,3,5,3,2,2,4,3,9,6,9
34311,2018,,3,3,1,3,2,3,2,4,1,4,2
35417,2018,,4,5,4,3,4,5,1,5,1,6,2
36519,2018,,3,4,2,1,3,4,2,3,2,3,2
37625,2019,1,2,2,4,3,2,2,3,3,2,1,5
38725,2019,,3,4,1,3,1,2,4,4,8,1,4
39826,2019,,3,3,3,2,3,2,4,2,4,3,2
40903,2020,,3,2,5,3,2,2,3,4,6,5,3
41996,2020,,4,4,2,3,4,4,2,5,1,1,1
43089,2020,0,5,4,1,5,4,-99,-97,4,1,-99,1
44167,2021,,4,5,1,2,5,2,1,3,9,8,8
45286,2021,,4,4,1,3,5,5,2,3,2,5,3
46381,2021,,2,3,3,3,2,2,2,2,9,11,6
48069,2022,,2,2,4,4,3,2,3,3,-94,-94,7
49181,2022,,5,5,2,4,4,4,2,5,-94,-94,6
50305,2022,1,3,4,1,4,-99,5,1,5,-94,-94,2
51424,2023,,3,4,2,4,5,5,1,5,-94,-94,2
19,2009,,2,2,3,3,3,5,4,3,1,1,1
1349,2009,,2,1,5,2,3,4,-94,2,8,7,-94
2480,2010,,3,3,5,3,3,4,-94,3,2,1,-94
3616,2010,,3,4,3,2,3,2,4,2,2,2,-94
4754,2010,,3,4,2,5,5,5,1,5,6,3,-94
5878,2010,,3,3,3,3,3,2,5,3,1,1,-94
7019,2011,1,5,5,5,5,5,5,5,5,6,6,-94
8177,2011,1,2,4,2,3,2,4,2,4,1,1,-94
9299,2011,,3,3,2,3,2,2,2,3,2,1,-94
10485,2011,,3,3,3,3,4,3,4,3,6,5,-94
11556,2012,,2,2,5,3,2,2,2,3,7,5,-94
12587,2012,,2,4,4,3,2,3,3,3,10,6,-94
13663,2013,1,3,3,2,3,3,2,2,4,11,1,-94
14686,2013,,1,4,2,4,2,3,3,4,9,9,-94
18810,2014,,3,3,2,2,2,3,2,4,7,6,7
19845,2014,,2,2,2,2,2,3,2,4,9,10,9
20851,2014,,3,4,2,4,3,3,2,4,1,2,3
21930,2015,,3,4,1,4,4,4,1,4,4,4,4
22959,2015,,3,2,5,3,2,3,4,3,6,6,7
23978,2015,,4,5,2,5,4,5,2,5,-99,-99,-99
25005,2015,,2,2,5,2,2,3,3,3,10,6,3
26036,2016,,4,2,5,2,2,3,4,3,4,1,7
27051,2016,,2,3,5,3,2,4,4,4,7,6,5
28074,2016,,1,2,3,3,1,2,3,2,11,11,7
29097,2016,,3,4,1,4,4,4,2,4,2,1,3
30119,2017,,2,4,2,3,2,3,3,3,8,8,9
31127,2017,,2,3,3,3,1,2,4,2,7,3,7
32211,2017,1,2,3,5,4,3,2,3,3,5,2,9
33296,2017,,2,3,5,3,2,3,4,3,4,1,6
34312,2018,,2,2,5,3,1,2,3,2,5,6,8
35418,2018,,3,4,1,4,3,4,1,5,1,7,3
36520,2018,1,4,4,1,3,3,4,1,4,1,1,2
37626,2019,,2,2,3,2,2,2,3,4,7,9,7
38726,2019,1,4,4,3,3,3,3,3,4,4,2,5
39827,2019,,5,4,1,3,3,2,1,4,1,1,1
40904,2020,,2,2,4,2,3,4,3,3,9,10,3
41997,2020,1,3,2,3,5,3,4,1,5,1,1,1
43090,2020,1,4,5,2,5,4,4,2,5,1,1,1
44168,2021,,2,5,5,5,5,4,5,3,3,3,3
45287,2021,,2,3,4,3,2,3,3,2,7,7,7
46382,2021,,3,3,3,3,3,4,2,4,6,6,6
48070,2022,,3,3,3,2,4,2,3,2,-94,-94,3
49182,2022,,4,5,1,3,5,5,1,5,-94,-94,9
50306,2022,,5,5,3,4,4,5,3,4,-94,-94,1
51425,2023,,4,4,2,4,3,4,4,4,-94,-94,6
20,2009,,3,3,2,3,3,5,3,2,6,1,6
1350,2009,,3,3,3,4,3,4,-94,3,2,2,-94
2481,2010,,2,3,4,4,3,4,-94,2,5,4,-94
3617,2010,,4,4,1,4,5,5,1,4,1,1,-94
4755,2010,,2,2,2,2,2,2,2,2,1,1,-94
5879,2010,,3,5,2,3,3,4,1,3,1,2,-94
8178,2011,,4,3,5,3,3,3,3,3,2,2,-94
9300,2011,,3,3,2,3,2,1,2,3,2,2,-94
10486,2011,,3,4,2,4,3,2,3,4,2,2,-94
11557,2012,,3,3,2,4,3,3,2,4,9,7,-94
12588,2012,,3,4,2,3,3,4,2,4,6,6,-94
13664,2013,,3,3,3,3,3,3,2,3,5,5,-94
15726,2013,,3,3,3,4,3,4,2,4,7,7,-94
16701,2013,,3,3,2,2,2,2,2,2,7,9,-94
17773,2014,1,3,3,4,3,2,2,3,3,7,6,7
18811,2014,,1,1,3,2,4,4,3,4,9,8,4
19846,2014,,3,4,2,5,3,4,3,4,5,5,5
20852,2014,,1,3,3,5,1,3,3,4,3,2,8
21931,2015,,3,2,3,2,3,3,3,3,6,6,6
22960,2015,,3,2,4,2,2,2,3,2,6,5,6
23979,2015,,2,3,3,3,2,2,2,4,10,9,9
25006,2015,,2,3,2,4,3,3,3,4,9,7,6
26037,2016,,4,4,2,4,3,3,4,4,1,11,1
27052,2016,0,3,3,3,2,2,3,3,3,4,1,6
28075,2016,1,3,4,3,3,2,3,2,3,9,8,9
29098,2016,,2,3,5,3,3,3,4,3,7,7,4
30120,2017,,3,1,5,1,3,2,2,3,10,8,9
31128,2017,,2,3,2,3,2,3,2,3,10,10,10
32212,2017,,2,2,4,3,2,2,3,2,8,10,7
33297,2017,,3,2,5,3,2,2,3,2,8,7,8
34313,2018,,3,3,1,3,2,2,4,3,1,1,1
35419,2018,,3,3,2,3,2,2,2,3,7,4,7
36521,2018,,2,4,5,3,2,3,3,3,1,1,1
37627,2019,,3,3,2,3,3,3,2,3,1,1,2
38727,2019,,2,5,2,5,2,2,2,2,9,8,7
39828,2019,0,4,4,3,3,3,2,3,3,6,6,6
40905,2020,1,4,4,3,1,3,4,2,2,6,6,6
41998,2020,,3,2,3,2,3,2,3,4,5,3,7
43091,2020,,4,4,3,4,4,4,3,4,7,8,6
44169,2021,,4,4,3,4,3,4,3,4,7,4,6
45288,2021,,3,2,3,2,4,5,2,3,10,9,8
46383,2021,1,2,3,3,3,2,2,3,3,1,1,1
48071,2022,,3,4,5,2,2,3,3,2,-94,-94,6
49183,2022,,3,3,3,4,3,4,1,5,-94,-94,1
50307,2022,,2,2,3,2,2,3,3,3,-94,-94,7
51426,2023,,2,2,4,2,3,4,3,2,-94,-94,6
21,2009,,3,5,2,3,3,3,2,3,3,3,5
1351,2009,,2,2,4,1,3,3,-94,2,7,-99,-94
2482,2010,,4,4,3,4,4,4,-94,4,1,1,-94
3618,2010,,5,5,1,5,5,5,1,5,6,6,-94
4756,2010,,4,3,5,3,3,2,5,2,1,1,-94
5880,2010,,3,4,3,3,3,5,3,3,4,4,-94
8179,2011,,4,3,3,2,2,3,4,2,3,1,-94
9301,2011,1,4,5,2,4,4,4,1,4,1,1,-94
10487,2011,0,2,3,5,3,2,3,4,3,7,8,-94
11558,2012,,2,3,2,3,1,1,2,4,10,9,-94
12589,2012,,3,3,4,3,3,4,3,4,4,2,-94
13665,2013,,2,2,5,4,3,3,3,3,3,3,-94
15727,2013,,3,4,4,4,1,3,3,4,11,9,-94
16702,2013,0,3,3,2,3,3,3,2,3,4,2,-94
17774,2014,,2,2,2,2,2,2,3,2,8,7,10
19847,2014,1,2,2,3,2,2,2,2,2,10,4,10
20853,2014,,2,3,4,3,3,3,3,3,4,4,4
21932,2015,,2,2,4,2,2,2,3,2,11,10,7
22961,2015,,2,3,3,3,2,2,2,2,5,3,6
23980,2015,,-99,3,3,-99,4,2,5,5,5,6,6
25007,2015,,2,3,3,3,2,2,2,3,10,7,9
26038,2016,,4,4,3,3,3,4,2,4,3,9,5
27053,2016,,2,3,2,3,2,3,2,3,9,6,9
28076,2016,,1,1,5,1,1,1,1,1,7,11,-99
29099,2016,1,2,3,4,3,2,3,3,4,4,5,3
30121,2017,0,2,2,3,2,2,1,2,2,4,7,6
31129,2017,,3,4,2,3,2,4,1,3,10,10,1
32213,2017,,2,3,2,3,3,4,1,3,6,6,6
33298,2017,,3,4,3,3,3,3,2,4,7,7,6
34314,2018,,3,4,2,3,2,2,2,3,1,1,9
35420,2018,1,4,4,3,4,4,4,2,4,8,8,1
36522,2018,,3,3,3,3,2,2,2,3,9,9,8
37628,2019,,1,3,2,3,1,2,2,3,7,7,6
38728,2019,,3,3,2,3,1,3,2,3,6,4,7
39829,2019,,4,3,1,3,4,4,2,4,1,1,1
40906,2020,,3,4,2,4,3,4,2,4,7,7,7
41999,2020,1,3,3,3,3,4,4,3,5,6,9,5
43092,2020,,4,3,1,4,3,5,1,5,1,1,1
44170,2021,1,3,4,2,4,2,4,2,3,8,9,7
45289,2021,,2,3,2,3,3,4,1,4,9,11,4
46384,2021,,2,3,2,3,2,2,2,2,8,10,8
48072,2022,1,4,4,3,5,4,5,1,5,-94,-94,1
49184,2022,,5,4,4,3,5,4,3,4,-94,-94,6
50308,2022,,2,4,2,5,4,5,2,5,-94,-94,7
51427,2023,,5,5,1,5,5,5,1,5,-94,-94,1
22,2009,,3,3,3,3,3,3,3,3,1,1,11
1352,2009,,5,3,1,5,4,5,-94,4,5,5,-94
2483,2010,1,3,4,2,4,3,4,-94,4,4,4,-94
3619,2010,,2,2,5,4,2,4,5,2,8,4,-94
4757,2010,,2,3,2,3,4,5,2,3,1,1,-94
5881,2010,,2,3,5,2,2,2,5,2,5,4,-94
7020,2011,,3,4,3,3,3,4,3,3,8,8,-94
8180,2011,1,3,3,3,3,3,2,3,2,1,1,-94
9302,2011,,2,2,2,2,2,2,2,2,9,9,-94
10488,2011,,3,4,2,4,3,2,2,4,3,3,-94
11559,2012,1,3,2,2,2,2,1,1,2,8,7,-94
13666,2013,,2,2,5,3,2,3,3,4,5,7,-94
14687,2013,,2,3,3,3,2,4,4,3,8,7,-94
15728,2013,,3,3,3,2,2,3,3,3,9,8,-94
16703,2013,,4,2,5,3,3,2,3,3,4,1,-94
18812,2014,,3,5,2,4,2,2,3,4,8,9,9
19848,2014,,4,4,2,3,4,3,2,4,4,2,6
20854,2014,,4,3,4,1,3,3,3,4,6,2,6
21933,2015,,2,3,4,3,2,3,4,3,10,6,4
22962,2015,,1,2,4,2,1,1,3,2,11,7,2
23981,2015,1,3,2,4,4,1,3,2,2,7,4,8
25008,2015,,2,3,5,3,2,3,5,3,2,6,1
26039,2016,1,1,2,5,3,3,4,3,4,1,1,1
27054,2016,,3,5,3,2,2,2,3,3,3,2,6
28077,2016,,1,1,2,2,1,1,2,2,10,1,9
29100,2016,,2,3,3,3,2,3,4,3,7,5,7
30122,2017,,3,3,5,3,2,2,3,4,8,1,9
31130,2017,,3,3,3,2,3,3,3,3,9,10,10
32214,2017,,2,2,5,2,2,2,3,3,4,1,7
33299,2017,,2,3,1,3,3,3,1,3,1,1,1
34315,2018,,4,4,3,2,3,4,4,3,7,6,6
35421,2018,,2,3,3,3,2,3,3,3,4,2,7
36523,2018,,3,4,3,3,3,3,2,4,9,8,3
37629,2019,1,3,3,2,3,3,3,3,3,7,5,6
38729,2019,,3,2,3,3,4,3,3,3,2,2,6
39830,2019,,4,4,2,3,2,2,3,2,1,1,7
40907,2020,,2,2,4,3,3,4,2,4,8,9,8
42000,2020,,3,3,3,3,3,4,3,4,6,1,8
43093,2020,,5,3,1,1,5,5,1,5,1,1,11
44171,2021,,3,3,2,3,4,2,2,2,9,10,9
45290,2021,,2,3,5,3,5,5,1,5,1,1,1
46385,2021,,4,4,2,4,2,4,3,2,10,8,10
48073,2022,,5,4,1,3,5,5,1,5,-94,-94,6
49185,2022,,3,4,2,3,3,3,3,4,-94,-94,6
50309,2022,,3,4,3,4,3,4,2,4,-94,-94,6
51428,2023,,5,5,2,3,5,3,1,5,-94,-94,1
23,2009,,3,3,3,3,4,4,2,3,8,-99,7
1353,2009,0,3,5,3,3,4,4,-94,3,10,8,-94
2484,2010,1,3,3,5,3,4,4,-94,4,-99,-99,-94
3620,2010,,3,4,2,4,4,4,2,5,4,4,-94
4758,2010,,2,3,2,2,2,4,4,2,10,10,-94
5882,2010,,3,4,1,4,4,2,5,4,1,1,-94
7021,2011,0,3,4,1,3,3,2,4,2,6,3,-94
8181,2011,,2,1,2,2,2,2,2,2,-99,7,-94
9303,2011,,2,3,5,3,2,2,5,3,1,1,-94
10489,2011,,2,3,4,3,2,2,3,3,9,9,-94
11560,2012,,2,3,3,4,2,1,3,4,10,9,-94
12590,2012,,3,3,5,4,4,4,2,4,2,2,-94
13667,2013,,2,3,2,4,2,2,2,3,9,6,-94
14688,2013,,4,4,4,2,2,3,3,3,8,4,-94
15729,2013,1,3,2,2,1,2,2,3,3,9,8,-94
19849,2014,,3,2,5,3,3,3,3,3,6,6,6
21934,2015,,1,3,3,3,3,2,2,4,7,8,7
22963,2015,,1,3,4,2,1,4,2,4,7,7,7
23982,2015,,3,3,3,3,3,2,3,5,2,2,2
25009,2015,1,1,3,3,3,2,2,3,3,8,5,9
26040,2016,,1,3,5,3,2,2,3,3,9,1,10
27055,2016,1,2,2,3,3,3,3,2,4,7,4,6
28078,2016,,3,2,3,2,2,2,2,3,9,10,2
29101,2016,,2,3,5,3,2,3,3,3,8,1,9
30123,2017,,2,2,5,3,2,2,4,3,8,4,9
31131,2017,1,3,2,2,1,3,3,1,3,1,1,6
32215,2017,,2,2,2,2,1,1,2,2,10,11,7
33300,2017,,3,3,2,2,3,3,1,5,1,1,1
34316,2018,,2,1,5,1,2,2,3,2,7,3,8
35422,2018,,2,3,1,4,3,3,2,3,1,5,1
36524,2018,0,3,2,5,1,3,4,2,3,6,6,6
37630,2019,,3,2,3,3,2,2,-99,3,4,4,5
38730,2019,,2,2,1,1,2,2,2,2,10,9,9
39831,2019,,2,4,5,3,3,4,2,4,8,10,1
40908,2020,,4,3,3,3,3,4,2,3,2,-99,2
42001,2020,,2,1,5,2,3,2,3,5,7,6,7
43094,2020,,4,3,3,-99,2,3,3,3,6,6,6
44172,2021,,3,3,3,2,3,4,3,4,6,7,6
45291,2021,,2,2,1,3,3,3,2,3,6,6,8
46386,2021,,2,3,3,1,2,3,2,2,8,9,11
48074,2022,,4,5,2,4,4,4,2,4,-94,-94,2
49186,2022,,4,4,1,5,4,4,2,4,-94,-94,7
50310,2022,,4,4,3,3,3,4,2,3,-94,-94,3
51429,2023,,3,3,4,3,4,4,4,3,-94,-94,1
24,2009,,3,2,3,2,3,5,2,3,6,6,6
1354,2009,,2,1,5,2,2,4,-94,2,5,5,-94
2485,2010,1,3,3,2,3,3,3,-94,3,8,5,-94
3621,2010,,3,3,4,3,3,2,3,3,8,7,-94
4759,2010,,3,4,1,4,3,3,1,3,9,8,-94
7022,2011,,3,4,3,4,3,3,3,3,8,7,-94
8182,2011,1,3,3,3,2,2,1,1,2,10,6,-94
9304,2011,1,4,3,3,3,2,2,2,3,10,10,-94
10490,2011,,1,1,3,1,3,2,1,2,8,8,-94
11561,2012,,2,3,3,4,2,3,3,3,10,9,-94
12591,2012,,3,4,1,4,4,5,2,4,7,6,-94
14689,2013,,2,4,5,4,3,4,2,3,9,5,-94
15730,2013,,1,2,4,3,1,2,4,3,6,3,-94
16704,2013,,3,2,5,3,3,3,3,3,6,6,-94
19850,2014,,2,3,2,4,3,4,2,4,8,4,9
20855,2014,,3,5,3,3,3,4,2,4,8,6,5
21935,2015,,4,5,4,2,3,4,2,4,1,1,1
22964,2015,1,3,3,3,3,3,3,3,3,9,6,9
23983,2015,,3,4,2,4,3,3,2,3,3,2,4
25010,2015,,2,4,2,3,3,3,3,4,3,2,6
26041,2016,,1,2,4,3,3,3,4,3,6,4,6
27056,2016,,2,3,5,4,3,3,3,4,9,3,9
28079,2016,,3,2,4,2,3,2,4,3,8,4,8
29102,2016,,2,3,5,3,3,3,-99,4,-99,-99,-99
30124,2017,,2,2,5,3,2,3,4,3,8,7,8
31132,2017,,3,3,4,3,2,3,3,2,7,7,7
32216,2017,,2,3,3,3,3,3,3,-99,5,4,7
33301,2017,,2,3,3,2,3,4,3,2,3,1,6
34317,2018,0,3,4,1,3,3,3,1,3,1,1,1
35423,2018,,3,3,3,3,3,3,3,3,6,6,6
36525,2018,,2,1,5,3,3,3,3,3,1,1,1
37631,2019,,1,1,3,3,1,3,1,2,11,8,9
38731,2019,,4,4,1,4,5,5,1,5,1,1,1
39832,2019,,2,3,3,3,2,3,2,3,10,11,6
40909,2020,,4,5,5,2,2,3,3,-99,7,7,1
42002,2020,1,3,3,2,5,3,3,2,5,3,5,2
43095,2020,,3,3,3,3,1,4,1,2,6,9,1
44173,2021,,3,3,2,3,2,3,2,3,6,6,6
45292,2021,1,2,3,3,3,3,3,2,3,11,11,11
46387,2021,,3,3,3,2,4,4,2,4,3,9,4
48075,2022,,3,3,2,3,3,4,2,4,-94,-94,6
49187,2022,1,5,5,1,5,5,5,2,5,-94,-94,3
50311,2022,,4,4,1,3,3,3,2,3,-94,-94,1
51430,2023,,4,4,2,2,4,4,2,5,-94,-94,6
1355,2009,1,4,4,4,4,3,4,-94,2,4,2,-94
2486,2010,,4,5,4,2,4,4,-94,3,3,2,-94
3622,2010,,4,4,2,4,3,2,3,2,6,6,-94
4760,2010,1,3,3,2,3,3,4,2,3,4,4,-94
5883,2010,1,2,1,1,3,1,1,1,1,11,11,-94
7023,2011,1,2,2,5,3,2,2,3,3,6,6,-94
8183,2011,1,3,3,1,3,3,2,2,2,9,8,-94
9305,2011,,-99,-99,-97,-99,-99,-99,-97,-99,-99,-99,-94
10491,2011,,1,1,5,2,2,1,4,3,7,3,-94
11562,2012,,2,2,5,3,3,2,3,2,4,3,-94
12592,2012,,2,3,3,3,2,3,2,4,10,9,-94
13668,2013,,3,1,5,2,2,4,3,4,6,6,-94
14690,2013,1,2,3,5,3,3,4,4,4,1,1,-94
15731,2013,,3,3,5,2,3,3,3,3,5,2,-94
16705,2013,,3,5,3,3,3,3,3,4,6,5,-94
17775,2014,,2,3,4,3,2,3,4,3,9,9,9
18813,2014,,3,2,5,2,2,3,5,3,7,6,4
20856,2014,,2,2,3,3,2,2,3,3,6,5,8
21936,2015,,2,3,2,3,3,2,2,2,5,3,6
22965,2015,,3,3,1,3,3,2,2,3,1,1,6
23984,2015,,2,2,3,3,4,5,1,5,6,6,6
25011,2015,,2,4,4,2,2,2,3,3,8,5,8
26042,2016,1,2,3,3,3,2,3,2,3,10,8,4
27057,2016,,2,3,4,2,3,4,2,4,2,5,2
28080,2016,,1,2,5,3,2,2,4,3,3,9,3
29103,2016,,2,3,3,3,1,1,2,3,9,8,9
30125,2017,,2,1,4,2,1,2,1,2,11,10,9
31133,2017,,2,3,4,3,2,2,3,2,6,6,8
32217,2017,,2,3,3,4,3,4,2,4,3,3,4
33302,2017,1,1,3,5,3,1,3,5,3,8,6,4
34318,2018,1,5,5,1,5,5,5,1,5,1,1,1
35424,2018,,3,4,3,3,2,2,2,2,9,9,9
36526,2018,1,2,2,4,3,1,2,3,3,4,2,3
