OID_,WKR_NR,WKR_NAME,AGS,GEN,AREA,PERCENTAGE
47,9,Ostholstein,01057,Plön,4421144.205038015730679,0.288975647563779
48,9,Ostholstein,01060,Segeberg,2964696.850589562207460,0.193779065440379
49,9,Ostholstein,01062,Stormarn,136486510.381653636693954,8.921056607091527
50,10,Herzogtum Lauenburg - Stormarn-Süd,01003,Lübeck,745747.418419770430773,0.055258602884295
51,10,Herzogtum Lauenburg - Stormarn-Süd,01053,Herzogtum Lauenburg,1064096170.520077824592590,78.847698651193483
52,10,Herzogtum Lauenburg - Stormarn-Süd,01062,Stormarn,277546731.599087417125702,20.565736125196974
53,10,Herzogtum Lauenburg - Stormarn-Süd,02000,Hamburg,1176022.830793514149264,0.087141271943503
54,10,Herzogtum Lauenburg - Stormarn-Süd,13074,Nordwestmecklenburg,3967287.971575425006449,0.293969224879737
55,10,Herzogtum Lauenburg - Stormarn-Süd,13076,Ludwigslust-Parchim,2026985.683216350618750,0.150196157779999
56,11,Lübeck,01003,Lübeck,206939237.121338725090027,51.095687024304873
57,11,Lübeck,01053,Herzogtum Lauenburg,188055248.987343013286591,46.433012314145536
58,11,Lübeck,01055,Ostholstein,3753467.801755539607257,0.926774538855833
59,11,Lübeck,01062,Stormarn,3054802.506916669663042,0.754266010572729
60,11,Lübeck,13074,Nordwestmecklenburg,2269016.217812542337924,0.560246302881855
61,12,Wismar - Nordwestmecklenburg - Parchim,01003,Lübeck,1717754.505036647664383,0.039355502328837
62,12,Wismar - Nordwestmecklenburg - Parchim,01053,Herzogtum Lauenburg,137180.032740105030825,0.003142934035186
63,12,Wismar - Nordwestmecklenburg - Parchim,12070,Prignitz,1213120.968053593067452,0.027793834883510
64,12,Wismar - Nordwestmecklenburg - Parchim,13004,Schwerin,1368002.126453090924770,0.031342319706115
65,12,Wismar - Nordwestmecklenburg - Parchim,13071,Mecklenburgische Seenplatte,3539602.897421516478062,0.081095901459830
66,12,Wismar - Nordwestmecklenburg - Parchim,13072,Rostock,14927795.302829114720225,0.342010969019325
67,12,Wismar - Nordwestmecklenburg - Parchim,13074,Nordwestmecklenburg,2105987606.166092634201050,48.250317432410618
68,12,Wismar - Nordwestmecklenburg - Parchim,13076,Ludwigslust-Parchim,2224937955.575304031372070,50.975590886483332
69,13,Schwerin - Ludwigslust,01053,Herzogtum Lauenburg,3011722.404364831745625,0.113553478669932
70,13,Schwerin - Ludwigslust,03355,Lüneburg,597980.907299575163051,0.022546172284557
71,13,Schwerin - Ludwigslust,12070,Prignitz,1765011.755520295817405,0.066547708527912
72,13,Schwerin - Ludwigslust,13004,Schwerin,128711317.252451956272125,4.852910014888171
73,13,Schwerin - Ludwigslust,13074,Nordwestmecklenburg,6514166.732189220376313,0.245609054806641
74,13,Schwerin - Ludwigslust,13076,Ludwigslust-Parchim,2511650035.391047954559326,94.698833566721561
75,14,Rostock,13003,Rostock,165008936.450968444347382,26.509639366071188
76,14,Rostock,13072,Rostock,447024793.756627500057220,71.817116848709901
77,14,Rostock,13073,Vorpommern-Rügen,7528731.862564876675606,1.209534288585332
78,15,Stralsund - Nordvorpommern - Rügen,13071,Mecklenburgische Seenplatte,96021.715356718807016,0.003019656996022
79,15,Stralsund - Nordvorpommern - Rügen,13072,Rostock,592278.665435849688947,0.018625770316995
80,15,Stralsund - Nordvorpommern - Rügen,13073,Vorpommern-Rügen,3102165070.027037143707275,97.555791642788208
81,15,Stralsund - Nordvorpommern - Rügen,13075,Vorpommern-Greifswald,2203345.064599212724715,0.069290017515842
82,16,Greifswald - Demmin - Ostvorpommern,13071,Mecklenburgische Seenplatte,1580849025.141704797744751,40.608126904755707
83,16,Greifswald - Demmin - Ostvorpommern,13072,Rostock,2750377.448147336021066,0.070650438260753
84,16,Greifswald - Demmin - Ostvorpommern,13073,Vorpommern-Rügen,5705807.093429339118302,0.146568163600104
85,16,Greifswald - Demmin - Ostvorpommern,13075,Vorpommern-Greifswald,2273585903.653241157531738,58.402835081698299
86,17,Bad Doberan - Güstrow - Müritz,12068,Ostprignitz-Ruppin,201472.074412537622266,0.004287450243697
87,17,Bad Doberan - Güstrow - Müritz,13003,Rostock,4191896.650634269695729,0.089206151119053
88,17,Bad Doberan - Güstrow - Müritz,13071,Mecklenburgische Seenplatte,1719613240.830932378768921,36.594432404405318
89,17,Bad Doberan - Güstrow - Müritz,13072,Rostock,2963526065.191031932830811,63.065665985988332
90,17,Bad Doberan - Güstrow - Müritz,13073,Vorpommern-Rügen,2518305.175313247833401,0.053591090323970
91,17,Bad Doberan - Güstrow - Müritz,13074,Nordwestmecklenburg,1231600.844167612027377,0.026209227034866
92,17,Bad Doberan - Güstrow - Müritz,13076,Ludwigslust-Parchim,1637161.401544721098617,0.034839806313064
93,18,Neubrandenburg - Mecklenburg-Strelitz - Uecker-Randow,12065,Oberhavel,678595.571049758116715,0.018376683786670
94,18,Neubrandenburg - Mecklenburg-Strelitz - Uecker-Randow,12068,Ostprignitz-Ruppin,369444.260718081146479,0.010004722467483
95,18,Neubrandenburg - Mecklenburg-Strelitz - Uecker-Randow,12073,Uckermark,5506856.603154451586306,0.149128238927577
96,18,Neubrandenburg - Mecklenburg-Strelitz - Uecker-Randow,13071,Mecklenburgische Seenplatte,2178824702.711102008819580,59.003586667044225
97,18,Neubrandenburg - Mecklenburg-Strelitz - Uecker-Randow,13075,Vorpommern-Greifswald,1499244819.657662153244019,40.600247253354773
98,19,Hamburg-Mitte,01062,Stormarn,606335.050364821450785,0.542102841865505
99,19,Hamburg-Mitte,02000,Hamburg,111242377.306589439511299,99.457896813803728
100,20,Hamburg-Altona,01056,Pinneberg,1753737.505530941765755,2.260335157185652
101,20,Hamburg-Altona,02000,Hamburg,75833761.004798516631126,97.739664892931813
102,21,Hamburg-Eimsbüttel,01056,Pinneberg,442350.048636879771948,0.895752121581448
103,21,Hamburg-Eimsbüttel,01060,Segeberg,265417.524104757932946,0.537466450053218
104,21,Hamburg-Eimsbüttel,02000,Hamburg,48675319.285652831196785,98.566781337848283
105,22,Hamburg-Nord,01060,Segeberg,1031078.415945234941319,0.896124613496830
106,22,Hamburg-Nord,01062,Stormarn,1968657.628152042627335,1.710987766646294
107,22,Hamburg-Nord,02000,Hamburg,112059977.799159884452820,97.392887622108120
108,23,Hamburg-Wandsbek,01062,Stormarn,1719696.984438021434471,2.225103758575572
109,23,Hamburg-Wandsbek,02000,Hamburg,75566451.043850913643837,97.774896252921579
110,24,Hamburg-Bergedorf - Harburg,01053,Herzogtum Lauenburg,1303601.060132699320093,0.412651221234335
111,24,Hamburg-Bergedorf - Harburg,01062,Stormarn,1172448.455754301976413,0.371135235999328
112,24,Hamburg-Bergedorf - Harburg,02000,Hamburg,312514859.189771652221680,98.925693022532727
113,24,Hamburg-Bergedorf - Harburg,03353,Harburg,750812.477024072315544,0.237667561830934
114,24,Hamburg-Bergedorf - Harburg,03359,Stade,166967.319009935454233,0.052853031654223
115,25,Aurich - Emden,03402,Emden,107361875.222331181168556,7.720298785322075
116,25,Aurich - Emden,03452,Aurich,1263924428.663536787033081,90.887703024400693
117,25,Aurich - Emden,03457,Leer,446795.369082987017464,0.032128665208909
118,25,Aurich - Emden,03462,Wittmund,7018447.712811509147286,0.504690452172680
119,26,Unterems,03402,Emden,43762.015657119496609,0.001697098606853
120,26,Unterems,03451,Ammerland,535999.375275583355688,0.020786149344248
121,26,Unterems,03452,Aurich,6151545.360993618145585,0.238558002993540
122,26,Unterems,03453,Cloppenburg,3991426.926163562107831,0.154788232992306
123,26,Unterems,03454,Emsland,1503379597.167018413543701,58.301323227740376
124,26,Unterems,03455,Friesland,283861.081981647119392,0.011008182313751
125,26,Unterems,03456,Grafschaft Bentheim,97256.784881594256149,0.003771635096125
126,26,Unterems,03457,Leer,1059092104.031797289848328,41.071776683321396
127,26,Unterems,03462,Wittmund,597631.021830984391272,0.023176235356892
128,27,Friesland - Wilhelmshaven,03405,Wilhelmshaven,103798433.903185367584229,7.496582573827687
129,27,Friesland - Wilhelmshaven,03451,Ammerland,105143.528338229152723,0.007593728659011
130,27,Friesland - Wilhelmshaven,03452,Aurich,2245468.978521249257028,0.162173387222333
131,27,Friesland - Wilhelmshaven,03455,Friesland,612867025.607938051223755,44.262789827169847
132,27,Friesland - Wilhelmshaven,03457,Leer,3986.029878889195061,0.000287881049889
133,27,Friesland - Wilhelmshaven,03461,Wesermarsch,486517.498699883872177,0.035137510899419
134,27,Friesland - Wilhelmshaven,03462,Wittmund,646963820.706028580665588,46.725345670682188
135,28,Oldenburg - Ammerland,03403,Oldenburg (Oldb),101057034.439788147807121,12.129017810088385
136,28,Oldenburg - Ammerland,03451,Ammerland,723367217.577865004539490,86.819625312313846
137,28,Oldenburg - Ammerland,03453,Cloppenburg,244923.535787298053037,0.029396092455533
138,28,Oldenburg - Ammerland,03455,Friesland,3213251.435223652515560,0.385659287373419
139,28,Oldenburg - Ammerland,03457,Leer,1347003.655872514937073,0.161669411960296
140,28,Oldenburg - Ammerland,03458,Oldenburg,468480.328468271996826,0.056227716152242
141,28,Oldenburg - Ammerland,03461,Wesermarsch,3486078.641647153068334,0.418404420496823
142,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03251,Diepholz,1965491.067706862231717,0.100516674859811
143,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03352,Cuxhaven,897133.965887233032845,0.045880098178207
144,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03356,Osterholz,863028.098940034746192,0.044135898779355
145,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03401,Delmenhorst,61840834.034077681601048,3.162586241063480
146,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03403,Oldenburg (Oldb),2574171.433403908275068,0.131645041412858
147,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03451,Ammerland,969117.404397242818959,0.049561384754820
148,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03453,Cloppenburg,64219.453535811437177,0.003284230611267
149,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03455,Friesland,249028.328885550901759,0.012735493931639
150,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03458,Oldenburg,1054945345.764822959899902,53.950689503173088
151,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03460,Vechta,168100.172422021743841,0.008596767827053
152,29,Delmenhorst - Wesermarsch - Oldenburg-Land,03461,Wesermarsch,821292246.818617820739746,42.001496264577511
153,29,Delmenhorst - Wesermarsch - Oldenburg-Land,04011,Bremen,3915166.865829953923821,0.200224545071922
154,29,Delmenhorst - Wesermarsch - Oldenburg-Land,04012,Bremerhaven,133345.250097644864582,0.006819375253535
155,30,Cuxhaven - Stade II,01051,Dithmarschen,2024254.449844245798886,0.077106528236439
156,30,Cuxhaven - Stade II,01056,Pinneberg,370914.631997236283496,0.014128628714440
157,30,Cuxhaven - Stade II,01061,Steinburg,4175760.248976359143853,0.159060228604694
158,30,Cuxhaven - Stade II,03352,Cuxhaven,2042165272.120009422302246,77.788775136600066
159,30,Cuxhaven - Stade II,03356,Osterholz,903895.474957778933458,0.034430573670214
160,30,Cuxhaven - Stade II,03357,Rotenburg (Wümme),2889368.241650100331753,0.110059856322611
161,30,Cuxhaven - Stade II,03359,Stade,513735263.323122978210449,19.568855383040706
162,30,Cuxhaven - Stade II,03461,Wesermarsch,294587.403990429476835,0.011221223688373
163,30,Cuxhaven - Stade II,04012,Bremerhaven,16661765.300207881256938,0.634668668599566
164,31,Stade I - Rotenburg II,01056,Pinneberg,3640343.641937571112067,0.184668398440385
165,31,Stade I - Rotenburg II,02000,Hamburg,1033935.715536968316883,0.052449788113108
166,31,Stade I - Rotenburg II,03352,Cuxhaven,3439094.351374721154571,0.174459366593126
167,31,Stade I - Rotenburg II,03353,Harburg,2946292.635514358989894,0.149460379528221
168,31,Stade I - Rotenburg II,03356,Osterholz,170151.802345446689287,0.008631509528082
169,31,Stade I - Rotenburg II,03357,Rotenburg (Wümme),1208347476.864968776702881,61.297398064696260
170,31,Stade I - Rotenburg II,03359,Stade,751614254.808762192726135,38.128103918953464
171,31,Stade I - Rotenburg II,03361,Verden,95185.572450023028068,0.004828601073942
172,32,Mittelems,03453,Cloppenburg,1660201.815623550210148,0.070535557841082
173,32,Mittelems,03454,Emsland,1372459151.604648828506470,58.310484280594935
174,32,Mittelems,03456,Grafschaft Bentheim,972214739.037821531295776,41.305646285899691
175,32,Mittelems,03459,Osnabrück,1484513.349664225941524,0.063071234024504
176,32,Mittelems,05566,Steinfurt,1076784.508923160843551,0.045748411606817
177,33,Cloppenburg - Vechta,03251,Diepholz,2755831.900842907372862,0.123309172504988
178,33,Cloppenburg - Vechta,03451,Ammerland,4512389.738822732120752,0.201906017759661
179,33,Cloppenburg - Vechta,03453,Cloppenburg,1410550370.616817951202393,63.114807156475571
180,33,Cloppenburg - Vechta,03454,Emsland,2013684.844636863796040,0.090101944099732
181,33,Cloppenburg - Vechta,03457,Leer,1711588.144262805581093,0.076584684890918
182,33,Cloppenburg - Vechta,03458,Oldenburg,6168802.169137663207948,0.276021875859220
183,33,Cloppenburg - Vechta,03459,Osnabrück,932154.753017922746949,0.041709086539739
184,33,Cloppenburg - Vechta,03460,Vechta,806251289.075175046920776,36.075560071908285
185,34,Diepholz - Nienburg I,03251,Diepholz,1977378272.436188697814941,79.453862942306543
186,34,Diepholz - Nienburg I,03256,Nienburg (Weser),495077431.966067850589752,19.892913244565065
187,34,Diepholz - Nienburg I,03358,Heidekreis,48774.597939263796434,0.001959832508404
188,34,Diepholz - Nienburg I,03361,Verden,7538133.493834298104048,0.302892892982998
189,34,Diepholz - Nienburg I,03401,Delmenhorst,546749.054962457972579,0.021969152327795
190,34,Diepholz - Nienburg I,03458,Oldenburg,2658058.961712020449340,0.106804578254135
191,34,Diepholz - Nienburg I,03459,Osnabrück,128575.060943950767978,0.005166328270338
192,34,Diepholz - Nienburg I,03460,Vechta,1383002.969134642975405,0.055571020421422
193,34,Diepholz - Nienburg I,04011,Bremen,2931883.853514266200364,0.117807250695075
194,34,Diepholz - Nienburg I,05770,Minden-Lübbecke,1021684.225095534231514,0.041052720929843
195,35,Osterholz - Verden,03251,Diepholz,400677.152366287016775,0.027799596961578
196,35,Osterholz - Verden,03256,Nienburg (Weser),781369.642973941983655,0.054212627359472
197,35,Osterholz - Verden,03352,Cuxhaven,5083793.715992630459368,0.352721425481240
198,35,Osterholz - Verden,03356,Osterholz,644003095.492912888526917,44.681925063562183
199,35,Osterholz - Verden,03357,Rotenburg (Wümme),11099770.407851165160537,0.770119139267101
200,35,Osterholz - Verden,03358,Heidekreis,1739581.299416556721553,0.120694825547403
201,35,Osterholz - Verden,03361,Verden,776516508.812723994255066,53.875909448591898
202,35,Osterholz - Verden,03461,Wesermarsch,4226.838725949375657,0.000293264570513
203,35,Osterholz - Verden,04011,Bremen,1676593.488288272405043,0.116324634353527
204,36,Rotenburg I - Soltau-Fallingbostel,03241,Region Hannover,497282.496755916741677,0.018199132846402
205,36,Rotenburg I - Soltau-Fallingbostel,03256,Nienburg (Weser),366020.397533466632012,0.013395311282138
206,36,Rotenburg I - Soltau-Fallingbostel,03351,Celle,3200050.751699877437204,0.117112806353207
207,36,Rotenburg I - Soltau-Fallingbostel,03353,Harburg,6752587.386984485201538,0.247125599059621
208,36,Rotenburg I - Soltau-Fallingbostel,03355,Lüneburg,2805345.716129201464355,0.102667718451751
209,36,Rotenburg I - Soltau-Fallingbostel,03357,Rotenburg (Wümme),849615629.588618040084839,31.093528954131322
210,36,Rotenburg I - Soltau-Fallingbostel,03358,Heidekreis,1863880924.919339179992676,68.212769972339188
211,36,Rotenburg I - Soltau-Fallingbostel,03360,Uelzen,2602268.429237919859588,0.095235664143925
212,36,Rotenburg I - Soltau-Fallingbostel,03361,Verden,2731491.154508661478758,0.099964850389808
213,37,Harburg,01053,Herzogtum Lauenburg,2267966.576577788218856,0.181783283996359
214,37,Harburg,02000,Hamburg,6882795.772538517601788,0.551673570294081
215,37,Harburg,03353,Harburg,1233001294.405736446380615,98.828186792350280
216,37,Harburg,03355,Lüneburg,3041401.471096784807742,0.243776056083501
217,37,Harburg,03357,Rotenburg (Wümme),238341.216669388202718,0.019103654139042
218,37,Harburg,03358,Heidekreis,58907.896662475875928,0.004721617601958
219,37,Harburg,03359,Stade,2130375.481622168794274,0.170755008117873
220,38,Lüchow-Dannenberg - Lüneburg,01053,Herzogtum Lauenburg,1575593.161211667349562,0.061572101117691
221,38,Lüchow-Dannenberg - Lüneburg,03353,Harburg,4827236.413353846408427,0.188642027573573
222,38,Lüchow-Dannenberg - Lüneburg,03354,Lüchow-Dannenberg,1214514726.425351142883301,47.461632472991525
223,38,Lüchow-Dannenberg - Lüneburg,03355,Lüneburg,1313272719.462742328643799,51.320964490402851
224,38,Lüchow-Dannenberg - Lüneburg,03358,Heidekreis,837511.325952819664963,0.032728837188607
225,38,Lüchow-Dannenberg - Lüneburg,03360,Uelzen,2594322.476039633154869,0.101382698122255
226,38,Lüchow-Dannenberg - Lüneburg,12070,Prignitz,7576453.583923422731459,0.296077805912842
227,38,Lüchow-Dannenberg - Lüneburg,13076,Ludwigslust-Parchim,12698536.776081632822752,0.496242056434379
228,38,Lüchow-Dannenberg - Lüneburg,15081,Altmarkkreis Salzwedel,375791.048270038911141,0.014685418160493
229,38,Lüchow-Dannenberg - Lüneburg,15090,Stendal,667169.510631876997650,0.026072103879707
230,39,Osnabrück-Land,03251,Diepholz,139282.852563850407023,0.007272561902410
231,39,Osnabrück-Land,03404,Osnabrück,529777.464355685980991,0.027661979440451
232,39,Osnabrück-Land,03453,Cloppenburg,3644691.200872647110373,0.190305137248424
233,39,Osnabrück-Land,03454,Emsland,712320.633446383057162,0.037193350119879
234,39,Osnabrück-Land,03459,Osnabrück,1897787053.572361469268799,99.091694136364012
235,39,Osnabrück-Land,03460,Vechta,5421060.234217704273760,0.283057069871314
236,39,Osnabrück-Land,05566,Steinfurt,1285580.489732723915949,0.067125733857481
237,39,Osnabrück-Land,05570,Warendorf,68082.802443129650783,0.003554898439707
238,39,Osnabrück-Land,05754,Gütersloh,172400.393984691734659,0.009001772394623
239,39,Osnabrück-Land,05758,Herford,1985820.919918005820364,0.103688324164556
240,39,Osnabrück-Land,05770,Minden-Lübbecke,3436700.983030570205301,0.179445065771507
241,40,Stadt Osnabrück,03404,Osnabrück,118719521.355695307254791,36.519000508249214
242,40,Stadt Osnabrück,03459,Osnabrück,205116206.884651690721512,63.095258285518675
243,40,Stadt Osnabrück,05566,Steinfurt,1254004.983512581558898,0.385741183145750
244,41,Nienburg II - Schaumburg,03241,Region Hannover,7039022.263355492614210,0.446370722819968
245,41,Nienburg II - Schaumburg,03251,Diepholz,2063022.348280690843239,0.130823961388754
246,41,Nienburg II - Schaumburg,03252,Hameln-Pyrmont,2281783.223141338676214,0.144696406478838
247,41,Nienburg II - Schaumburg,03256,Nienburg (Weser),893620117.543840885162354,56.667793177906589
248,41,Nienburg II - Schaumburg,03257,Schaumburg,664978757.403677463531494,42.168789570031358
249,41,Nienburg II - Schaumburg,03358,Heidekreis,3782489.677645507268608,0.239861814368639
250,41,Nienburg II - Schaumburg,05766,Lippe,434882.153270136215724,0.027577503498925
251,41,Nienburg II - Schaumburg,05770,Minden-Lübbecke,2745254.628272376488894,0.174086861342396
252,42,Stadt Hannover I,03241,Region Hannover,108731361.962233617901802,99.999999946662825
253,43,Stadt Hannover II,03241,Region Hannover,94606463.206110715866089,99.999999923766509
254,44,Hannover-Land I,03241,Region Hannover,1123869039.323601722717285,98.856943026442721
255,44,Hannover-Land I,03256,Nienburg (Weser),3315410.926565857138485,0.291627740963505
256,44,Hannover-Land I,03257,Schaumburg,845681.621287475689314,0.074387225672166
257,44,Hannover-Land I,03351,Celle,5338275.314347035251558,0.469561452575899
258,44,Hannover-Land I,03358,Heidekreis,3495635.574708783999085,0.307480529099878
259,45,Celle - Uelzen,03151,Gifhorn,3644145.705373027361929,0.121049836842381
260,45,Celle - Uelzen,03241,Region Hannover,796139.353945425478742,0.026445852249211
261,45,Celle - Uelzen,03351,Celle,1535755612.110418319702148,51.014141943236794
262,45,Celle - Uelzen,03354,Lüchow-Dannenberg,4567092.627090444788337,0.151707934328259
263,45,Celle - Uelzen,03355,Lüneburg,7081293.382953448221087,0.235223692448872
264,45,Celle - Uelzen,03358,Heidekreis,6524604.830786044709384,0.216731825256919
265,45,Celle - Uelzen,03360,Uelzen,1451658087.303318262100220,48.220622561797718
266,45,Celle - Uelzen,15081,Altmarkkreis Salzwedel,423760.732302708260249,0.014076321764472
267,46,Gifhorn - Peine,03101,Braunschweig,2687369.832943655084819,0.146722306868186
268,46,Gifhorn - Peine,03102,Salzgitter,187743.991037539293757,0.010250257008911
269,46,Gifhorn - Peine,03103,Wolfsburg,767743.120884992182255,0.041916464342773
270,46,Gifhorn - Peine,03151,Gifhorn,1285169092.800009727478027,70.166365529513214
271,46,Gifhorn - Peine,03154,Helmstedt,667464.378524259547703,0.036441546737967
272,46,Gifhorn - Peine,03157,Peine,528747153.766652643680573,28.868003651605090
273,46,Gifhorn - Peine,03241,Region Hannover,3244908.013562985695899,0.177162213956804
274,46,Gifhorn - Peine,03254,Hildesheim,275555.361697282642126,0.015044493631841
275,46,Gifhorn - Peine,03351,Celle,2807648.439794687554240,0.153289156896693
276,46,Gifhorn - Peine,03360,Uelzen,3822520.272896507754922,0.208698105342445
277,46,Gifhorn - Peine,15081,Altmarkkreis Salzwedel,3225567.807237106375396,0.176106296884039
278,47,Hameln-Pyrmont - Holzminden,03155,Northeim,133544801.906672954559326,8.223910732374502
279,47,Hameln-Pyrmont - Holzminden,03159,Göttingen,155162.080331037519500,0.009555138646158
280,47,Hameln-Pyrmont - Holzminden,03241,Region Hannover,3715027.803962253965437,0.228777583192089
281,47,Hameln-Pyrmont - Holzminden,03252,Hameln-Pyrmont,789860567.667858362197876,48.640925792548863
282,47,Hameln-Pyrmont - Holzminden,03254,Hildesheim,5673227.580755923874676,0.349366778208163
283,47,Hameln-Pyrmont - Holzminden,03255,Holzminden,685161634.099893808364868,42.193391548277205
284,47,Hameln-Pyrmont - Holzminden,03257,Schaumburg,3564756.145714178681374,0.219523604861268
285,47,Hameln-Pyrmont - Holzminden,05762,Höxter,776052.630837006028742,0.047790610106173
286,47,Hameln-Pyrmont - Holzminden,05766,Lippe,696887.141394958831370,0.042915467764720
287,47,Hameln-Pyrmont - Holzminden,06633,Kassel,711944.541880229953676,0.043842727498416
288,48,Hannover-Land II,03151,Gifhorn,1209851.915340771200135,0.126458700645436
289,48,Hannover-Land II,03157,Peine,1740665.843818146502599,0.181941556711207
290,48,Hannover-Land II,03241,Region Hannover,948379778.712596654891968,99.128556985936058
291,48,Hannover-Land II,03252,Hameln-Pyrmont,194495.527771767287049,0.020329472897878
292,48,Hannover-Land II,03254,Hildesheim,2410923.073727251496166,0.251999600441824
293,48,Hannover-Land II,03257,Schaumburg,228802.393927192344563,0.023915367718741
294,48,Hannover-Land II,03351,Celle,2552505.066070638131350,0.266798332881318
295,49,Hildesheim,03102,Salzgitter,71598.677079183893511,0.005932103369243
296,49,Hildesheim,03153,Goslar,944309.189036809490062,0.078238033863357
297,49,Hildesheim,03155,Northeim,498692.334828511578962,0.041317725415239
298,49,Hildesheim,03157,Peine,3178998.300557418726385,0.263386801249132
299,49,Hildesheim,03158,Wolfenbüttel,2147489.908696236554533,0.177924127127439
300,49,Hildesheim,03241,Region Hannover,4746186.124902094714344,0.393231660851086
